content,rating,processed_review
"Aroma opening citrus kenceng, abis drydown jadi kalem semi floral, little bit powdery buat aq sebenernya karakter indoor sore-malam tapi berhubung kerja q pagi- sore semi outdoor pula, performance nya masih kurang dari expectation. meskipun secara aroma memang enak sillage nya oke projection nya di atas average longevity masih kerasa kurang di banding brand lain extrait, entah karena pas aq nya yang lagi aktif di outdoor, tapi emang gak se-stay extrait2 lain dari brand lokal note buat seller beli 2 bareng koq dua2nya dapet sample vial yang sama... dapetnya troupe semua",5,aroma opening citrus kenceng abis drydown jadi kalem semi floral little bit powdery buat aq karakter indoor soremalam tapi hubung kerja q pagi sore semi outdoor pula performance masih kurang dari expectation meski cara aroma memang enak sillage oke projection di atas average longevity masih rasa kurang di banding brand lain extrait entah karena pas aq yang lagi aktif di outdoor tapi emang gak sestay extrait lain dari brand lokal note buat seller beli bareng koq dapet sample vial yang sama troupe semua
"kualitas bagus. Aroma enak. Utk pria, Saya pribadi lebih suka aroma ini dibanding Solaris yang menurut Saya lebih ""tajam"" dan dry down-nya kurang cocok buat Saya. Kalau SAFF ini menurut Saya wanginya kalem dan enak. Ketahanannya juga OK banget. Testernya dapet yg Troupe. Thanks min.",5,kualitas bagus aroma enak utk pria saya pribadi lebih suka aroma ini banding solar yang turut saya lebih tajam dan dry kurang cocok buat saya kalau saff ini turut saya kalem dan enak juga ok banget dapet yg troupe thanks min
"Saff oke bgt aromanya, thanks seller. Kapok ke pengiriman aja sih, mending pilih kurir yg lain dr pada antraj*. Untung box parfumny bagus ada lapisan dll, kalo box produk ringkih mah bisa berantakan isinya.",5,saff oke bgt thanks seller kapok ke kirim aja sih mending pilih kurir yg lain dr pada antraj untung box parfumny bagus ada lapis dll kalo box produk ringkih mah bisa beranta
"Barang bagus wangi sesuai harapan dan bonusnya lebih wangi, tokonya ramah packaging top dan kurir rekomended aktual pengiriman cepat👍👍",5,barang bagus wangi sesuai harap dan lebih wangi ramah packaging top dan kurir rekomended aktual kirim cepat thumbsup thumbsup
"Allhamdulilah terimakasih🙏🙏🙏 produk sdh sampai dgn keadaan kemasan seperti melalui perjalanan lintas galaxy, dan kurir melempar paket didalam garasi untung botol tidak pecah untuk produk Baik dan belum di uji ketahanannya dan basenote nya. nb.mohon utk jasa kurirnya di tinjau kembalj sdh lama ceroboh pula",5,allhamdulilah terimakasih foldedhands foldedhands foldedhands produk sdh sampai dgn ada kemas seperti lalu jalan lintas galaxy dan kurir lempar paket dalam garasi untung botol tidak pecah untuk produk baik dan belum di uji dan basenote nbmohon utk jasa di tinjau kembalj sdh lama ceroboh pula
"gw ga ngerti bau parfum yang enak gimana wkwk. baunya enak² aja sih, tester coco juga enak² aja, cuman ga tau beda baunya apa. saran aja, kalau bisa tutupnya kek dikasih kuncian pas ga dipake biar ga gerak² tutupnya (ada contoh nya di video). dan keliatannya ini 3dprinting, jadi bisa diedit pas perencanaan",5,gw ga ngerti bau parfum yang enak gimana wkwk enak aja sih tester coco juga enak aja cuman ga tau beda apa saran aja kalau bisa kek kasih kunci pas ga dipake biar ga gerak ada contoh di video dan ini dprinting jadi bisa edit pas rencana
packingnya oke. kalo kualitas mah gak perlu ditanya lagi~,5,oke kalo kualitas mah gak perlu lagi
"coba beli yang mini perfumenya yang varian saff, langsung sukaaa sekali dengan komposisi scentnyaa. wangi nya sangat amat sesuai dengan cover perfumenya. dann box berikut bagian dalamnya amat sangat misterius tapi berkesan kuat 🤩🤩🤩 hampir lupa, ternyata ada bonus random mini perfume nya 👍👍👍",5,coba beli yang mini yang varian saff langsung sukaaa sekali dengan komposisi scentnyaa wangi sangat amat sesuai dengan cover dann box ikut bagi amat sangat misterius tapi kesan kuat starstruck starstruck starstruck hampir lupa nyata ada bonus random mini perfume thumbsup thumbsup thumbsup
wanginya sih laki banget.. bagi pria ini parfum yang paling cocok menurut gw selain Coco 😁✌,5,sih laki banget bagi pria ini parfum yang paling cocok turut gw selain coco beamingfacewithsmilingeyes victoryhand
"packaging & kemasan barang bagus aman, wangi jugaa",5,packaging kemas barang bagus aman wangi jugaa
"coming back to saff, i like the scent. i got maleali as a bonus, thank you so much, i'll try it soon!",5,coming back to saff i like the scent i got maleali as a bonus thank you so much ill try it soon
"keren nih, bukan pake Buble wrap plastik, tapi pakai kertas. barang aman sampe. klo utk aroma, selera sih ya.. tapi saya beli ke-2, Dan aromanya konsisten dengan yg terdahulu. Good job SAFF",5,keren nih bukan pake buble wrap plastik tapi pakai kertas barang aman sampe klo utk aroma selera sih ya tapi saya beli ke dan konsisten dengan yg dahulu good job saff
"sesuka ini sama produk nya saff, paling suka sama varian Saff & Solaris wanginya enak banget dan pas banget buat gw",5,suka ini sama produk saff paling suka sama varian saff solar enak banget dan pas banget buat gw
"Packing luar biasa safe, pake kardus besar. Parfum selamat dan aman smpe tujuan, Wanginya pun enak banget plus dikasi bonus lagi, recommend buat yg lain 👍👍👍",5,packing luar biasa safe pake kardus besar parfum selamat dan aman smpe tuju pun enak banget plus kasi bonus lagi recommend buat yg lain thumbsup thumbsup thumbsup
"wanginya gentle banget sesuai dengan tema Saff aromanya ada kesan mysterius cocok untuk yg beraktifitas di dalam ruangan, kalau di luar kayaknya kurang cocok tapi kebetulan dikasih sample varian IRAI LEIMA aromanya seger seperti ada kesan cold dan mentolnya cocok untuk aktifitas diluar ruangan karena aromanya yg segar, kuat dan tahan lama",5,gentle banget sesuai dengan tema saff ada kesan mysterius cocok untuk yg beraktifitas di dalam ruang kalau di luar kurang cocok tapi betul kasih sample varian ira leima seger seperti ada kesan cold dan cocok untuk aktifitas luar ruang karena yg segar kuat dan tahan lama
ini brand lokal parfum yg paling niat sih.. wangi tahan lama karena dia extrait.. setelah mandipun msh ada wanginya..,5,ini brand lokal parfum yg paling niat sih wangi tahan lama karena dia extrait telah mandi msh ada
- Barang sampai dengan packaging sangat aman - Dapat sample parfum wangi yg lain - Wanginya cocok dan tahan lama seharian - Packagingnya mewah dan elegan,5,barang sampai dengan packaging sangat aman dapat sample parfum wangi yg lain cocok dan tahan lama hari mewah dan elegan
"Sesuka ituu sama saff n co, wanginya tahan lama, dan seller fast respon..",5,suka ituu sama saff n co tahan lama dan seller fast respon
"barang sesuai pesanan packing rapih Dan wangi enak semoga cocok, terima kasih",5,barang sesuai pesan packing rapih dan wangi enak moga cocok terima kasih
"First time cobain produk dari Saff, sempet cemas waktu varian yang ini sold out, ga lama pre-order dan goks cepet banget PO-nya! semoga ga bosen sama wanginya haha",5,first time cobain produk dari saff sempet cemas waktu varian yang ini sold out ga lama preorder dan goks cepet banget moga ga bosen sama haha
"varian parfum ini ketahanannya bagus, saya pakai pagi jam 8, pulang kerja jam 6 aromanya masih ada. untuk karakter aromanya juga nyaman di hidung. gak terlalu menyengat, kalem dan cukup manly",5,varian parfum ini bagus saya pakai pagi jam pulang kerja jam masih ada untuk karakter juga nyaman di hidung gak terlalu sengat kalem dan cukup manly
"pertama kali beli tahun 2023, dan sekarang nyoba lagi tahun 2024, aromanya masih konsisten. saff aroma leather mewah, extrait de parfume dengan konsentrasi biang minyak 20-30% & longevity di atas 6 jam",4,pertama kali beli tahun dan sekarang nyoba lagi tahun masih konsisten saff aroma leather mewah extrait de parfume dengan konsentrasi biang minyak longevity di atas jam
"Barang bagus, pengiriman cepat, wanginya tipe manly yang strong. Packingan mewah. Pengiriman cepat. Ty min.",5,barang bagus kirim cepat tipe manly yang strong packingan mewah kirim cepat ty min
Cakep bangetttttt Nexxxxttttt nyaaa beeeelliiii lagiii Terima kasih selleerrrrr yang baik,5,cakep bangetttttt nexxxxttttt nyaaa beeeelliiii lagiii terima kasih selleerrrrr yang baik
"Packing berkelas dan rapi, wangi nya cocok sesuai selera, ketahanan lumayan lama di kulit, terima kasih bonus vial nya sesuai dengan yang di harapkan. Rekommended 👍👍👍",5,packing kelas dan rapi wangi cocok sesuai selera tahan lumayan lama di kulit terima kasih bonus vial sesuai dengan yang di harap rekommended thumbsup thumbsup thumbsup
"Barang datang tepat waktu dan packingnya aman. Parfum sdh dicoba dan wanginya enak, lagi cek wanginya tahan berapa lama nih. Terimakasih",5,barang datang tepat waktu dan aman parfum sdh coba dan enak lagi cek tahan berapa lama nih terimakasih
"pembelian ke 3, dengan varian baru, dan semua wangi nya se enak itu, suka banget sama varian wangi nya",5,beli ke dengan varian baru dan semua wangi se enak itu suka banget sama varian wangi
"packing aman, dan dapat sample Ostara. Kalo wangi seperti biasa, awet banget, sekitar 6 jam + Semoga kualitas tetap terjaga dan kalo bisa botol nya dibikin lebih menarik",5,packing aman dan dapat sample ostara kalo wangi seperti biasa awet banget sekitar jam moga kualitas tetap jaga dan kalo bisa botol bikin lebih tarik
one of the best local perfume i ever bough. ntah kenapa mereka berbohong bilang longevity 6 jam nyatanya bisa lebih lama. keren produknya packing dengan elegan dan free tester parfume yg lain.,5,one of the best local perfume i ever bough ntah kenapa mereka bohong bilang longevity jam bisa lebih lama keren packing dengan elegan dan free tester parfume yg lain
Nice scent. Great packaging and unboxing experience!👍🏻,5,nice scent great packaging and unboxing experience thumbsuplightskintone
"Beli yg kesekian kalinya, barang sesuai rating plus dapat exrra 5 ml type yg lain 👌, sayangnya kali ini kurirnya lama.",5,beli yg sekian barang sesuai rating plus dapat exrra ml type yg lain okhand kali ini lama
"Wanginya kusuka, pengemasan aman, hanya proses ke kasa pengiriman lamaaaa.. gara"" banyak diskon kli ya",5,suka emas aman proses ke kasa kirim lamaaaa gara banyak diskon kli ya
"Untuk Saff ini Wanginya enak sih👌🏾👌🏾, kyk wangi department store section leather goods, ada hints vanilanya(??). Di bawa gym pun masih wangi padahal spraynya cmn dikit aja. Cmn klo tester maleali... aduh gua no comment deh untuk wanginya😂",5,untuk saff ini enak sih okhandmediumdarkskintone okhandmediumdarkskintone kyk wangi department store section leather goods ada hints di bawa gym pun masih wangi padahal cmn dikit aja cmn klo tester maleali aduh gua no comment deh untuk facewithtearsofjoy
Pelayanan cepat paking aman dan rapi. Wanginya kalem enak. Terimakasih,5,layan cepat paking aman dan rapi kalem enak terimakasih
"Salah satu parfum favorit aku, wanginya elegan, cool, wangi yg mahal, dan bikin orang2 tanya pake parfum apa hehe",5,salah satu parfum favorit aku elegan cool wangi yg mahal dan bikin orang pake parfum apa hehe
"Saff & Co ibarat sebuah film gone with the wind , ia lalu bersama angin , Tapi Saff meninggalkan kesan mendalam . Kemasannya mewah , free sample yang menggoda iman dan aroma yang gentleman bangeTT bagai Sang GodFather 😎.. Kekuatan parfumnya bikin seseorang dlm kenangan lama datang mendekat dan mencium sebegitu rupa.",5,saff co ibarat buah film gone with the wind ia lalu sama angin tapi saff tinggal kesan dalam mewah free sample yang goda iman dan aroma yang gentleman bangett bagai sang godfather smilingfacewithsunglasses kuat bikin orang dlm kenang lama datang dekat dan cium begitu rupa
"wangi enak, free tester varian lain, packing aman (free bubble+kardus), harga 👍, tks",5,wangi enak free tester varian lain packing aman free bubblekardus harga thumbsup tks
"wanginya enak, dapet testernya juga menarik wanginya",5,enak dapet juga tarik
"wanginya sya suka trus dpt bonus botol mini CHNO wanginya ibu sya suka,, mantap pengiriman lumayan cpt.",4,sya suka trus dpt bonus botol mini chno ibu sya suka mantap kirim lumayan cpt
"Pembelian pertama utk saff Soalnya kemaren cmn dapat testernya Kali ini beli saff, solaris dan maleali tapi sayangnya dapat tester 2 pc yg sama lazposas harusnya tersternya beda dong Jgn sama testernya, biar bisa tau juga yg laennya",5,beli pertama utk saff kemaren cmn dapat kali ini beli saff solar dan maleali tapi dapat tester pc yg sama lazposas beda dong jgn sama biar bisa tau juga yg
"Packingnya rapih dan aman. Dapet free tester yg XOCOLATL. Box nya baguss, cocok utk hadiah. Semoga yg dikasih suka dan tahan lama wanginya. Terima kasih!!!!",5,rapih dan aman dapet free tester yg xocolatl box baguss cocok utk hadiah moga yg kasih suka dan tahan lama terima kasih
"SAFF.. ngeliat review dan design kemasan juga notes yg saya baca, saya pikir wanginya akan kalem, ternyata lumayan strong, medium lahhh. Tapi masi enak dan saya cukup suka sama wanginya.. terimakasi atas pelayanan yg memuaskan dari team saff & co *penilaian dan sudut pandang pribadi",5,saff ngeliat review dan design kemas juga notes yg saya baca saya pikir akan kalem nyata lumayan strong medium lahhh tapi mas enak dan saya cukup suka sama terimakasi atas layan yg muas dari team saff co nilai dan sudut pandang pribadi
temen temen yang mau saff underprice bisa cek toko oren ananisaaka yaa masi segel ini mau aku jual lagii,5,temen temen yang mau saff underprice bisa cek toko oren ananisaaka yaa mas segel ini mau aku jual lagi
"wanginya enak, pengiriman cepat, dapat bonus sample parfum",5,enak kirim cepat dapat bonus sample parfum
"Parfum yang diterima sesuai Deskripsi dan Pesanan.. Pemgemasan cukup baik, biatpun penyok tapi parfum tetap Amannn... Utk Parfum SAFF nya blm dicoba soalnya stok CHNO masih ada.. semoga nnt cocok fan gue tambahin tuh bintangnya",4,parfum yang terima sesuai deskripsi dan pesan pemgemasan cukup baik biat penyok tapi parfum tetap amannn utk parfum saff blm coba stok chno masih ada moga nnt cocok fan gue tambahin tuh
"ga kaleng2 sih ini parfum. tahan lama dan wangiiii bgt.. pembelian kedua di varian ini.. kaget sekarang kotaknya gede bener, makin keliatan mehong. love",5,ga kaleng sih ini parfum tahan lama dan wangiiii bgt beli dua di varian ini kaget sekarang gede bener makin liat mehong love
"pembelian kedua, dan impresi masih tetap sama. well done, saff & co.!",5,beli dua dan impresi masih tetap sama well done saff co
"maskulin banget ini wanginya ... kirain beneran PO, ternyata cepat dikirimnnya ... top deh",5,maskulin banget ini kirain beneran po nyata cepat top deh
"MANTAP BANGET DAPET PROMO MURAH DI WAR DISKON CUMAN 20 RIBUAAAAN MAKASIH TOKOPEDIAAAAA, MOOCYSTOREEE SELALU DAPAT YA ALHAMDULILLAH, YANG MAU CARI BARANG BARANG FLASHSALE CEK TOKO ORANGE NYAA NAMANYA MOOCYSTOREE BARANG MURAH MURAH HASIL FLASHSALE GAESSS GILAAA",5,mantap banget dapet promo murah di war diskon cuman ribuaaaan makasih tokopediaaaaa moocystoreee selalu dapat ya alhamdulillah yang mau cari barang barang flashsale cek toko orange nyaa moocystoree barang murah murah hasil flashsale gaesss gilaaa
Wanginya suka dan lumayan tahan lama utk pemakaian dikulit langsg... sdh dipakai wudhu tp maseh belum ilang masih ada... dapet bonus tester,5,suka dan lumayan tahan lama utk pakai kulit langsg sdh pakai wudhu tp maseh belum ilang masih ada dapet bonus tester
"Barang sudah diterima, dikasih tester morfosia juga. Wanginya cocok padahal blind buy. Order jumat malam, langsung di packing dan di order pick up ekspedisi malam itu juga. Adminnya gercep banget. Recommended !! Terimakasih..",5,barang sudah terima kasih tester morfosia juga cocok padahal blind buy order jumat malam langsung di packing dan di order pick up ekspedisi malam itu juga gercep banget recommended terimakasih
"suka banget sama aroma nya saff, wanginya tahan lama, pokok nya top thanx seller n tokped",5,suka banget sama aroma saff tahan lama pokok top thanx seller n tokped
Aroma Saff emang enak banget.. Pria berkelas enak banget pake lgsg dikulit ya ..,5,aroma saff emang enak banget pria kelas enak banget pake lgsg kulit ya
"sudah menjadi parfume kebanggan akhir akhir ini, wanginya nggak pernah ketemu selain ini, dan tahan lamanya itu loh, juara!!!",5,sudah jadi parfume banggan akhir akhir ini nggak pernah ketemu selain ini dan tahan itu loh juara
akhirnya restok juga dan lgsg checkout.. kemasan baru dan wangi ttep sama 👍.,5,restok juga dan lgsg checkout kemas baru dan wangi ttep sama thumbsup
"DAMN! enak banget wanginya, SOTBnya jg promising nih wanginya. This is gonna be my fav.",5,damn enak banget jg promising nih this is gon na be my fav
"Bagus mantap bagus mantap cepat sampai, fast respon, fast charging, wangi, harum, harum manis, manis sekali, sekali wangi sampai pagi…….",5,bagus mantap bagus mantap cepat sampai fast respon fast charging wangi harum harum manis manis sekali sekali wangi sampai pagi
Wangi nya enak bettt Dapet bonus tester wangi coklat Packaging mantap,5,wangi enak bettt dapet bonus tester wangi coklat packaging mantap
mantap..barang sesuai pesanan...kemasan juga eklusive..pengiriman cepat,5,mantapbarang sesuai pesan kemas juga eklusivepengiriman cepat
"Wanginya enak, bonusnya juga enak wanginya, mantap gan👍🏻👍🏻👍🏻👍🏻👍🏻 👍🏻",5,enak juga enak mantap gan thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone
"Kualitas parfum sangat bagus. Kena keringat pun, bau tetap stay. Bau kulitnya sangat mewah dan tahan lama. Paling suka varian yg SAFF dari awal beli sampe sekarang. Respon penjual bagus dan pengiriman cepat. Mantap 👍",5,kualitas parfum sangat bagus kena keringat pun bau tetap stay bau sangat mewah dan tahan lama paling suka varian yg saff dari awal beli sampe sekarang respon jual bagus dan kirim cepat mantap thumbsup
cukup sekali nyoba. gk bisa jadi parfum utama. cuma selingan aja oke lah. head spray nya payah. kayak nyemprot air. bukan butiran yg alus. waktunya nyoba brand lain,3,cukup sekali nyoba gk bisa jadi parfum utama cuma seling aja oke lah head spray payah kayak nyemprot air bukan butir yg alus nyoba brand lain
"wanginya sangat tajam saat baru disempot. tapi setelah itu wanginya enak dan aku juga merasa cocok. aku pakai di indoor dan wanginya tahan lama, bahkan pakai masker pun tetep wangi. mantap",5,sangat tajam saat baru disempot tapi telah itu enak dan aku juga rasa cocok aku pakai di indoor dan tahan lama bahkan pakai masker pun tetep wangi mantap
"Wanginya keren, gak pasaran! Bakal repurchase dan cobain wangi lainnya, luv bgt ❤️",5,keren gak pasar bakal repurchase dan cobain wangi luv bgt redheart
Enak aroma nya cocok dengan yg saya mau 👍🏼,5,enak aroma cocok dengan yg saya mau thumbsupmediumlightskintone
Kualitas gak usah ditnya lagi ya. Ini yg suka wangi agak strong dan lebih ke wangi cowo juga bisa pilih ini. Dan ketahanan gak usah ditnya lagi. Seharian keringetan aja masih wangi,5,kualitas gak usah lagi ya ini yg suka wangi agak strong dan lebih ke wangi cowo juga bisa pilih ini dan tahan gak usah lagi hari keringetan aja masih wangi
