content,rating,processed_review
"pre ordernya cepet ternyata, sama freebienya gak tanggung2 lg, dapet 1 decant enchanted sm 1 botol gede wip edt. mana enak semua jd bingung wkwk. makasih banyak minko",5,pre cepet nyata sama gak tanggung lg dapet decant enchanted sm botol gede wip edt mana enak semua jd bingung wkwk makasih banyak minko
Wanginya enak Jarang parfum yg wanginya begini n sepertinya cukup intense bau nya Sukak sih Dan makasih testernya Ketahannya belum di coba Tapi botolnya retak di bagian tutup nya jd bocor dikit Takutnya klo dibawa travelling tumpah lg Huhuhuhu sedih sih,4,enak jarang parfum yg begini n cukup intense bau sukak sih dan makasih belum di coba tapi retak di bagi tutup jd bocor dikit klo bawa travelling tumpah lg huhuhuhu sedih sih
"Kalau ini aromanya nga pernah gagal, cuma sayang yg skrng terima botolnya patah, jadi gagal estetik buat kado hehe",5,kalau ini nga pernah gagal cuma sayang yg skrng terima patah jadi gagal estetik buat kado hehe
"Juice parfumnya luar biasa enak, tapi cap botol saya pecah tidak tau saat pengiriman ataupun qc di sana",5,juice luar biasa enak tapi cap botol saya pecah tidak tau saat kirim atau qc di sana
"Blind buy rekomendasi admin toko. Dan yak wanginya buat senyum” sendiri wwkwk. Ga nyangka seenak itu, awal” nyium botol pas unbox kok wanginya aneh tapi pas udah di spray beh wangi aslinya muncul 🤣. FYI PO 2 hari dateng wkwk",5,blind buy rekomendasi admin toko dan yak buat senyum  sendiri wwkwk ga nyangka enak itu awal  nyium botol pas unbox kok aneh tapi pas udah di spray beh wangi muncul rollingonthefloorlaughing fyi po hari dateng wkwk
"Enak banget wanginya cuman unik di akhirnya kek apa gitu,,",5,enak banget cuman unik di kek apa gitu
Sebagus itu packagingnya.. untuk wanginya oke banget.. tinggal kita test longevitynya.. thankyou Mykonos🙏🏻,5,bagus itu untuk oke banget tinggal kita test thankyou mykonos foldedhandslightskintone
"walaupun nunggu lama hampir 1 bulan,tp dateng tidak mengecewakan,suka sama wanginya",5,walaupun nunggu lama hampir bulan tp dateng tidak kecewa suka sama
Minko Ayang keren banget! Kalau menjelaskan tuh pasti detail dan menyenangkan.. jadinya kita bisa membayangkan bagaimana harumnya.,5,minko ayang keren banget kalau jelas tuh pasti detail dan senang kita bisa bayang bagaimana
PO tapi datangnya cepet banget... alhamdulillah wangi nya cocok.. sesuai harapan.. terimakasih juga bonusnya 👍,5,po tapi cepet banget alhamdulillah wangi cocok sesuai harap terimakasih juga thumbsup
"PEMBOHONG!! 1. katanya gadapet tester! ehh ternyata dapet 😁 2. Katanya PO 30 hari, ehh tunya 2 hari udah dikirim 😁 wahh keren nihh tim Mykonos! sukses terus yaa. suka deh seller baik gini ❤",5,bohong gadapet tester ehh nyata dapet beamingfacewithsmilingeyes po hari ehh hari udah kirim beamingfacewithsmilingeyes wahh keren nihh tim mykonos sukses terus yaa suka deh seller baik gin redheart
PATAH!!! Tapi yaudah lah ya gpp ga ngaruh sama performa parfum nya 🙏🏻👍,5,patah tapi yaudah lah ya gpp ga ngaruh sama performa parfum foldedhandslightskintone thumbsup
"Katanya PO, tapi ini cepet kaya yg gak PO. Kerennn 🤙🏻",5,po tapi ini cepet kaya yg gak po kerennn callmehandlightskintone
wanginya oke. makin lama makin jadi manis wanginya,5,oke makin lama makin jadi manis
"Kalau parfum balik lagi ke selera masing-masing. Menurut aku ini wangi nya cukup soft. cocok dipake di ruangan berAC. Cuma bagi sebagian yg ada di sekitar aku gak begitu suka karna cukup strong buat mereka. Secara umum wangi nya enak, ketahanan sih bisa sampai 8 jam tergantung pengaplikasian.",5,kalau parfum balik lagi ke selera masingmasing turut aku ini wangi cukup soft cocok dipake di ruang berac cuma bagi bagi yg ada di sekitar aku gak begitu suka karna cukup strong buat mereka cara umum wangi enak tahan sih bisa sampai jam gantung aplikasi
"Wanginya benar2 wangi yang aku suka. Woody, spicy, dan ada manisnya juga. Parfum ini makin dry down makin manteb wanginya",5,benar wangi yang aku suka woody spicy dan ada juga parfum ini makin dry down makin manteb
Pembelian kedua untuk Aphrodate setelah menghabiskan kemasan yang 50ml.,5,beli dua untuk aphrodate telah habis kemas yang ml
"Karena penasaran jadi ikut ke pilih juga. Awalnya harum yg gak familiar dan aneh pertama di semprot. setelah beberapa lama ko jadi enak, bikin pingin cium lagi cium lagi (di tes di tangan) ok over all. Semua aromanya saya suka banyak pilihan dan banyak hadiahnya seperti tertera di gambar. Yang semuanya harus di coba sih 😁😃",5,karena penasaran jadi ikut ke pilih juga harum yg gak familiar dan aneh pertama di semprot telah beberapa lama ko jadi enak bikin pingin cium lagi cium lagi di tes di tangan ok over all semua saya suka banyak pilih dan banyak seperti tera di gambar yang harus di coba sih beamingfacewithsmilingeyes grinningfacewithbigeyes
"Blm pernah sniff tp penasaran ktnya enak, ehh beneran enak☺️☺️ dapet free 5ml yg paradise, enak jg omg… awet jg ni parfum.. keren bgt MyKonos",5,blm pernah sniff tp penasaran enak ehh beneran enak smilingface smilingface dapet free ml yg paradise enak jg omg awet jg ni parfum keren bgt mykonos
"WANGINYA ENAK BANGET GOKILL SIHH, GASALAH BELI ASLIIII DAHH. DAPET TESTER 3.5ML VERVE ENAK JUGAAA SUE DAHHHH ENAK SEMUA HAHAHA",5,enak banget gokill sihh gasalah beli asliiii dahh dapet tester ml verve enak jugaaa sue dahhhh enak semua hahaha
"paketnya sudah sampai dengan aman, ga ada penyok, rusak. packaging rapi. wanginya enak bgt, ga nusuk dihidung. orangnya baik, fast respin. next beli yg black opium. mewah botolnya.",5,sudah sampai dengan aman ga ada penyok rusak packaging rapi enak bgt ga nusuk hidung baik fast respin next beli yg black opium mewah
"Aromanya wangi cenderung manis, vanilla and a hint of musk.. cocok dengan namanya, aphrodite.., packagingnya bagus, pengepakan dan respons penjual juga sangat baik. Diberikan bonus hand sanitizer 100ml, terima kasih seller.",5,wangi cenderung manis vanilla and a hint of musk cocok dengan aphrodite bagus epak dan respons jual juga sangat baik beri bonus hand sanitizer ml terima kasih seller
"Wangi semerbak, agak manis sih. Tapi lama lama ngeblend juga. Woody nya kerasa di akhir. Keknya cocok buat dipake malem",5,wangi semerbak agak manis sih tapi lama lama ngeblend juga woody rasa di akhir cocok buat dipake malem
"Pembelian blind buy. Aroma perasaan kok agak beda dengan angel's share. Lebih sweet dan seger. Ngga kental dan boozy, ngga muncul cognac sama sekali. Semprot awal muncul vanila, cinnamon, seperti nanas & amber. Setelah itu nuansa powdery baru keluar. Sedikit sayang, muncul kesan berminyak di kulit. Cocok tuk pria & wanita. Sangat versatile, siang & malam, formal ataupun casual. Botol cantik, walopun beda dengan yang 100 ml. Kemasan hardbox. Proses dan pengiriman cepat. Packing aman. Mantap banget",5,beli blind buy aroma asa kok agak beda dengan angels share lebih sweet dan seger ngga kental dan boozy ngga muncul cognac sama sekali semprot awal muncul vanila cinnamon seperti nanas amber telah itu nuansa powdery baru keluar sedikit sayang muncul kesan minyak di kulit cocok tuk pria wanita sangat versatile siang malam formal atau casual botol cantik walopun beda dengan yang ml kemas hardbox proses dan kirim cepat packing aman mantap banget
"produk sesuai deskripsi, response cepat, pengiriman tepat waktu",5,produk sesuai deskripsi response cepat kirim tepat waktu
"baunya enak, sayang bukan tipe saya, saya mau cari yg cocok buat saya mykonos mantap dengan banyak varian",5,enak sayang bukan tipe saya saya mau cari yg cocok buat saya mykonos mantap dengan banyak varian
"cakep packaging dan botolnya ga kayak brand lokal🙌 free nya gede banget dan banyak karena masing2 purchase dapat 1 botol 125ml sama 3,5ml :) ngabisinnya gimana yak wkwk makasih dah",5,cakep packaging dan ga kayak brand lokal raisinghands free gede banget dan banyak karena masing purchase dapat botol ml sama ml gimana yak wkwk makasih dah
"gilaak ini sih dr packaging aja udh bikin penisirin, box nya wow kayak terima kado dr dewa langit penuh cinta menarik banget ya utk pertama x spray udh kecium sih burn cinnamon, agak kurang pinter buat nge describe aromanya krn memang gak pernah nyium aroma ini sebelumnya, unik, beda, mevvah, berkelas banget, tp masih hrs adaptasi sama wanginya sih ini, kayaknyakalo kita lewat kecium aroma ini pasti akan nengok se nengok2nya deh, buat ngedate sama suami malem2 cucmey niih.. overall aphrodite oke bingitt yaa.. thanks mykonos 🥰😘",5,gilaak ini sih dr packaging aja udh bikin penisirin box wow kayak terima kado dr dewa langit penuh cinta tarik banget ya utk pertama x spray udh cium sih burn cinnamon agak kurang pinter buat nge describe krn memang gak pernah nyium aroma ini unik beda mevvah kelas banget tp masih hrs adaptasi sama sih ini kayaknyakalo kita lewat cium aroma ini pasti akan nengok se deh buat ngedate sama suami malem cucmey niih overall aphrodite oke bingitt yaa thanks mykonos smilingfacewithhearts faceblowingakiss
"Best! CS fast response, status pengiriman juga jelas, dibonusin ini yg kecil enak bgt juga aromanya! Thank you 💯",5,best cs fast response status kirim juga jelas dibonusin ini yg kecil enak bgt juga thank you hundredpoints
"PO lebih cepat dari perkiraan, packing oleh seller juga baik, sehingga sampai dengan aman. Yang penting istri suka wanginya. Terima kasih",5,po lebih cepat dari kira packing oleh seller juga baik sehingga sampai dengan aman yang penting istri suka terima kasih
"Cukup kuat wanginya, sedikit maniss. Sayang banget gak dapet freebiesnya padahal dihalaman toko ada keterangannya.",5,cukup kuat sedikit maniss sayang banget gak dapet padahal halaman toko ada
"wanginya enak, dapet bonus, pengiriman cepat dan packing aman, love it",5,enak dapet bonus kirim cepat dan packing aman love it
"PO nya gak lama ternyata di packing dengan sangat safety, sampai saya kira guling mini..karena bubble nya teval banget.. untuk parfum nya sendiri : Aphrodite ini one of most my fav parfume, harum nya sudah sangat candu banget untuk free nya dapat enchanted.",5,po gak lama nyata di packing dengan sangat safety sampai saya kira guling minikarena bubble teval banget untuk parfum sendiri aphrodite ini one of most my fav parfume harum sudah sangat candu banget untuk free dapat enchanted
"pengiriman cepat, barang aman, untuk aroma mengarah ke leathery, sedikit manis, tipikal love or hate.",5,kirim cepat barang aman untuk aroma arah ke leathery sedikit manis tipikal love or hate
"Waah….dikirain pre-order akan lama, surprisingly cukup 2 hari sajaa sejak check out. Botolnya cantik, bit bulky and quite heavy, tapi super luv!! Urusan packaging…super aman. Cant describe the smell, tapi wanginya unik dan termasuk nggak pasaran. Semoga awettt thank you!",5,waah dikirain preorder akan lama surprisingly cukup hari sajaa sejak check out cantik bit bulky and quite heavy tapi super luv urus packaging super aman cant describe the smell tapi unik dan masuk nggak pasar moga awettt thank you
"Awalnya cuman beli tester, trnyata suka bgt sama aromanya, yang suka aroma tobaco terus ada hint manisnya sedikit pasti suka sama varian ini, awet sekali parfum ini, cocok untuk di pakai pada sore dan malam hari",5,cuman beli tester trnyata suka bgt sama yang suka aroma tobaco terus ada hint sedikit pasti suka sama varian ini awet sekali parfum ini cocok untuk di pakai pada sore dan malam hari
"wanginya segar tidak bikin enek, dipadu dengan sansa terasa makin mewah wanginya",5,segar tidak bikin enek padu dengan sansa asa makin mewah
"Wangi enak banget, packaging nya keren, semoga awet lah👍🏻",5,wangi enak banget packaging keren moga awet lah thumbsuplightskintone
"pembelian kedua. ga diragukan lagi parfum ini meninggalkan kesan mewah dan beda. aroma nya ga biasa dan bikin tenang. untuk orang yang gampang pusing sama parfum, tenang aja, aroma ini tuh bikin tenang, dan menciptakan kesan elegan.",5,beli dua ga ragu lagi parfum ini tinggal kesan mewah dan beda aroma ga biasa dan bikin tenang untuk orang yang gampang pusing sama parfum tenang aja aroma ini tuh bikin tenang dan cipta kesan elegan
"Baunya jenis gourmand kayaknya, sekilas kayak Sansa tapi saya lebih menyukai Sansa. Saya tertarik dgnn deskripsinya yg bilang burnt cinnamon dan subtle tobacco krn saya belum tau kayak apa itu baunya, sepertinya saya kurang cocok. Tapi gara2 membeli Aphrodite, saya jadi mengerti parfum apa yg saya sukai (bau ""water"", musk, atau yg powdery gitu).",4,jenis gourmand kilas kayak sansa tapi saya lebih suka sansa saya tarik dgnn yg bilang burnt cinnamon dan subtle tobacco krn saya belum tau kayak apa itu saya kurang cocok tapi gara beli aphrodite saya jadi erti parfum apa yg saya suka bau water musk atau yg powdery gitu
"di hidung gua pertama kali semprot wangi apple pie kecium bgt, ada wangi2 tembakaunya juga yg buat wangi ini jadi ada earthynya. unisex",5,di hidung gua pertama kali semprot wangi apple pie cium bgt ada wangi juga yg buat wangi ini jadi ada unisex
"Puas banget, wanginya mevvah bgt luph lah pokoknya",5,puas banget mevvah bgt luph lah
Wanginya seger dan cocok sekali untuk wanita,5,seger dan cocok sekali untuk wanita
"wanginya 👍,, semprotan pertama kluar wangi yg seger"" gtu,, trus ad kaya wangi bedak gtu sama vanilla nya,, soft sh wanginya,, kaya ga asing sama wanginya 🤔 dapet tester matcga latte,, wangi jasmine nya di semprotan pertama langsung kluar, dibarengin wangi susu, ini jga soft sh,, 👍👍👍 buat mykonos",5,thumbsup semprot pertama kluar wangi yg seger gtu trus ad kaya wangi bedak gtu sama vanilla soft sh kaya ga asing sama thinkingface dapet tester matcga latte wangi jasmine di semprot pertama langsung kluar dibarengin wangi susu ini jga soft sh thumbsup thumbsup thumbsup buat mykonos
"seller sat set kirim, parfum ini lebih cocok untuk wanita",5,seller sat set kirim parfum ini lebih cocok untuk wanita
"di antara dari secret Ama matcha latte, aroma aphrodite yg menurutku B aja. manis, ada aroma maskulin dikiiit, mungkin Krn Burnt cinnamon nya yaaa.",5,di antara dari secret ama matcha latte aroma aphrodite yg turut b aja manis ada aroma maskulin dikiiit mungkin krn burnt cinnamon yaaa
"seperti org bilang, ga cuma rumor, lokal yg gabisa disangkal",5,seperti org bilang ga cuma rumor lokal yg gabisa sangkal
Sesuai dengan pesanan wanginya juga enak g nyesel dah beli disini pokoknya next order lagi yg lain,5,sesuai dengan pesan juga enak g nyesel dah beli sini next order lagi yg lain
"Barangnya sesuai pesanan, harga lbh murah, wanginya sukaaaa...",5,sesuai pesan harga lbh murah sukaaaa
"sukaa sekali dapat bonus juga ,pokonya terbaik",5,sukaa sekali dapat bonus juga baik
"semoga cocok dengan kulit saya, overall puas",5,moga cocok dengan kulit saya overall puas
baunya enak. manis. suka. tapi lebih asik yg bonfire,5,enak manis suka tapi lebih asik yg bonfire
"po nya lama bet pesan tanggal 4 datang tanggal 20, barang nya ok",5,po lama bet pesan tanggal datang tanggal barang ok
Wangi yg pertama kali kecium si burnt cinnamon nya tobacco dan sandalwood enaak sih cuma blm terbiasa aja aroma kyk gt.. botolnya lucu bgd,5,wangi yg pertama kali cium si burnt cinnamon tobacco dan sandalwood enaak sih cuma blm biasa aja aroma kyk gt lucu bgd
"parfum kesukaanku, dari semua mykonos pernah q coba. down to earth, stilitos, california, sansa, verve, when in paris, slow living, hawaian crush, bonfire vanilla, dark secret, matcha latte, blossom, enchated",5,parfum suka dari semua mykonos pernah q coba down to earth stilitos california sansa verve when in paris slow living hawaian crush bonfire vanilla dark secret matcha latte blossom enchated
wanginyaaaa tk hilang 3 hari...real n udh 3x ini beli...,5,wanginyaaaa tk hilang hari real n udh x ini beli
"Barangnya udh sampai ini rencana buat kado ulamhtahun, katanya dia suka ama parfum ini. Many thanks to mykonos",5,udh sampai ini rencana buat kado ulamhtahun dia suka ama parfum ini many thanks to mykonos
sukaa banget sama wanginya plus dapet tester moroccoan vanilla😍 makasihh minn,5,sukaa banget sama plus dapet tester moroccoan vanilla smilingfacewithhearteyes makasihh minn
"terima kasih mykonos paketan nya sudah mendarat, semoga bs sesuai ya..karna ini baru mencoba jd semoga cocok dia ku",5,terima kasih mykonos paket sudah darat moga bs sesuai yakarna ini baru coba jd moga cocok dia ku
FINALLY IT'S HERE SMELL'S BEST AS ALWAYS,5,finally its here smells best as always
"Buat istri, semoga doi suka Thanks bonus 3,5ml nya ya",5,buat istri moga doi suka thanks bonus ml ya
selalu the best dah utk aphrodite. my favorite parfume,5,selalu the best dah utk aphrodite my favorite parfume
"Terima kasih, packing aman, ada salah alamat abang kurir nya sangat membantu",5,terima kasih packing aman ada salah alamat abang kurir sangat bantu
"aromanya sangat amat amazing ya bund, lakik juga bisa pake karena ga semua yang soft itu untuk cewe, kita juga bisa gentle. Sweet nya dapet, boozy juga ada, tahan lama dan ga bikin eneg. EZ 10/10. buat para laki jangan takut buat beliin ini ke cewe ato ibu/tante kalian, fix ini disukai kalo pun ga bisa jadi pajangan karena botolnya slay.",5,sangat amat amazing ya bund lakik juga bisa pake karena ga semua yang soft itu untuk cewe kita juga bisa gentle sweet dapet boozy juga ada tahan lama dan ga bikin eneg ez buat para laki jangan takut buat beliin ini ke cewe ato ibutante kalian fix ini suka kalo pun ga bisa jadi pajang karena slay
"Bungkus rapi, pas terima rada penyok tapi luarnya aja karena bungkusan aslinya dikasih bubble wrap. Produk lumayan bagus, saya blind buy tapi tidak mengecewakan, rekomendasi.",5,bungkus rapi pas terima rada penyok tapi aja karena bungkus kasih bubble wrap produk lumayan bagus saya blind buy tapi tidak kecewa rekomendasi
sampaibdengan cepat dan selamat...wangi ok...pemesanan perdana.akan repeat order...dan dapet sample wangi lain.mantap,5,sampaibdengan cepat dan selamat wangi ok mesan perdanaakan repeat order dan dapet sample wangi lainmantap
"harumnya beneran masih tahan, tapi ternyata pas di kulit aku ga cocok chemistry harumnya :( padahal beneran buas SPL nya",5,beneran masih tahan tapi nyata pas di kulit aku ga cocok chemistry padahal beneran buas spl
"Pengemasan dan pengiriman jauh lebih cepat. In terms of quality oke bgt, aromanya berlayer, packaging terniat, packing aman. Sayangnya ga dpt freebies walau beli 4 sekaligus. Pasahal bs bgt buat upselling kali aja cocok. Ini perfume vibe arab ya. Mirip lattafa oud mood but less sweet and more friendly. Nothing new nor original, really.",4,emas dan kirim jauh lebih cepat in terms of quality oke bgt layer packaging niat packing aman ga dpt freebies walau beli sekaligus pasahal bs bgt buat upselling kali aja cocok ini perfume vibe arab ya mirip lattafa oud mood but less sweet and more friendly nothing new nor original really
"Untuk kesekian kalinya beli Aphrodite, please ku sesuka itu sm perfume ini. Udah botol kedua untuk ukuran 100ml, untuk yang ukuran 50ml udh habis 3btl kayanya. Jujur ku pakai ini untuk daily, kebetulan ku kerja di ruangan ber AC dan kalau pakai ini tuh secukupnya jangan kebanyakan. Awal2 dia memang strong tapi percaya lah lama-lama wanginya enak banget. Tapi kembali lagi ke selera perfume masing-masing ya. Di kasih sample musk aura dan lagi lagi gue sukaaa, kudu beli juga.",5,untuk sekian beli aphrodite please ku suka itu sm perfume ini udah botol dua untuk ukur ml untuk yang ukur ml udh habis btl jujur ku pakai ini untuk daily betul ku kerja di ruang ber ac dan kalau pakai ini tuh jangan banyak awal dia memang strong tapi percaya lah lamalama enak banget tapi kembali lagi ke selera perfume masingmasing ya di kasih sample musk aura dan lagi lagi gue sukaaa kudu beli juga
"wanginya tahan lama bgt. dipake hari ini, di kamar wanginya bisa sampe besok atau lusanya. tapi nusuk hidung bgt wanginya",4,tahan lama bgt dipake hari ini di kamar bisa sampe besok atau tapi nusuk hidung bgt
"Sebenernya konsep mykonos itu bagus, namun tlg dikurangi alkoholnya. soale after taste nya bau alkohol n longevitynya sebentar . paling an 2jam aja indoor. suskes terus yah buat mykonos.",5,konsep mykonos itu bagus namun tlg rang soale after taste bau alkohol n sebentar paling an jam aja indoor suskes terus yah buat mykonos
sampai dengan aman. packaging bagus tapi wanginya nggak suka😢,4,sampai dengan aman packaging bagus tapi nggak suka cryingface
"Lebih ke bau biskuit & balsamic sih ini yg kecium, tobacco dan woodynya kurang keluar. Kemasan dan pengirimin sih oke.",4,lebih ke bau biskuit balsamic sih ini yg cium tobacco dan kurang keluar kemas dan pengirimin sih oke
SPL dari aprodite ini sih paling juara menurutku dari semua varian yang ada mantul awet banget klo dibaju,5,spl dari aprodite ini sih paling juara turut dari semua varian yang ada mantul awet banget klo baju
wangi nya manis tapi ringan cocok banget untuk cewe,5,wangi manis tapi ringan cocok banget untuk cewe
wanginya suka walaupun kalau kebanyakan jd enek karena wanginya manis. tp top sih tahan lama bgt. trs katanya PO 30 hari tp cpt bgt dikirimnya thanks ya.,5,suka walaupun kalau banyak jd enek karena manis tp top sih tahan lama bgt trs po hari tp cpt bgt thanks ya
"pre-order, tapi ternyata gak nunggu selama itu. paradise & aphrodite ini varian kesekian yang udah dicoba dari mykonos. so far suka semuanyaa..",5,preorder tapi nyata gak nunggu lama itu paradise aphrodite ini varian sekian yang udah coba dari mykonos so far suka semuanyaa
"kayak harum vanilla, kalau keringatan jngn di pake",5,kayak harum vanilla kalau keringat jngn di pake
"PO tercepat ini, malah yang normal (bukan PO) belum nyampe.",5,po cepat ini malah yang normal bukan po belum nyampe
"katanya buat outdoor ini parfum cocok tapi kok ilang min wanginya, kirain bakal awet wanginya belum juga sejam udh ilang wanginya mana saya beli 100 ml lagi",3,buat outdoor ini parfum cocok tapi kok ilang min kirain bakal awet belum juga jam udh ilang mana saya beli ml lagi
blind buy. lumayan sih wanginya. lama lama kecium powdery nya. gak tau apa cocok kalo buat cowok. ketahanan blm di coba ya. mudah2an awet kata orang orang.,5,blind buy lumayan sih lama lama cium powdery gak tau apa cocok kalo buat cowok tahan blm di coba ya mudah awet kata orang orang
"di hidungku wanginya kaya bau biskuit, manis dan creamy. kalo dari review katanya ada bau tobaco nya tapi di aku gak keciuman. untuk boozy nya lebih keciuman kalau disemprot di kulit, kalau di baju kurang bisa nyium",5,di hidung kaya bau biskuit manis dan creamy kalo dari review ada bau tobaco tapi di aku gak cium untuk boozy lebih cium kalau semprot di kulit kalau di baju kurang bisa nyium
"Kayu manis dari awal sampe akhir, tapi tidak membisankan karena bergantian muncul wangi pendampingnya dari awal sampai skin scent 6 jam an",5,kayu manis dari awal sampe akhir tapi tidak bisan karena ganti muncul wangi dari awal sampai skin scent jam an
"nggak ada PO PO nya, 2 hari sampai, nice, recommended! dapet bonus pula..",5,nggak ada po po hari sampai nice recommended dapet bonus pula
"ternyata parfumnya lebih ke floral, powdery, sweet terlalu feminim. tidak cocok untuk pria dewasa tapi kesan positif dari teman kantor wanita sangat baik kesimpulannya arfum ini lebih cocok untuk wanita",5,nyata lebih ke floral powdery sweet terlalu feminim tidak cocok untuk pria dewasa tapi kesan positif dari teman kantor wanita sangat baik arfum ini lebih cocok untuk wanita
"Baunya awet seharian, tapi terlalu strong buat aku. Lbh suka yg dolce cherry..",5,awet hari tapi terlalu strong buat aku lbh suka yg dolce cherry
"aroma parfumnya enak, meski PO nya sampai 10 hari",4,aroma enak meski po sampai hari
Barangnya sesuai varian yg kita minta dan dibungkus rapi dikardus. Makasih kak smoga bs blanja disini lg,5,sesuai varian yg kita minta dan bungkus rapi kardus makasih kak smoga bs blanja sini lg
"Mykonos Aphrodite ga perlu di raguin lagi, rekomen banget",5,mykonos aphrodite ga perlu di raguin lagi rekomen banget
"late repiew .. setelah 2x FW ( pagi ruangan ac + malam nongkrong ), ntah kenapa yg saya rasain ini parfum SPLnya di saya low banget, dengan scent yg lebih dominan alkohol .. jadi bingung",4,late repiew telah x fw pagi ruang ac malam nongkrong ntah kenapa yg saya rasain ini parfum di saya low banget dengan scent yg lebih dominan alkohol jadi bingung
suka banget sm wanginya dan tahan lama😍 luv mykonos💯,5,suka banget sm dan tahan lama smilingfacewithhearteyes luv mykonos hundredpoints
"suka sama wanginya, produksinya jg baru pantws PO nya lama, tapi sesuailah",5,suka sama jg baru pantws po lama tapi sesuai
"Kurang suka baunya, terlalu menyengat, dipake seharian msh wangi banget, wanginya sampe leher tenggorokan ga nyaman.",1,kurang suka terlalu sengat dipake hari msh wangi banget sampe leher tenggorok ga nyaman
"status pre order ternyata 2 hari udah sampai rumah. Paket di kemas dengan baik Dan wanginya enak, manis.",5,status pre order nyata hari udah sampai rumah paket di kemas dengan baik dan enak manis
asli wanginya enakkkk bgttt.. sweet but a bit spicy,5,asli enakkkk bgttt sweet but a bit spicy
"wangi sedikit pekat , pengiriman cepat banget makasihh mykonos...",5,wangi sedikit pekat kirim cepat banget makasihh mykonos
Wihhhh keren diluar expektasi ternyata pengiriman cepet banget 😍,5,wihhhh keren luar expektasi nyata kirim cepet banget smilingfacewithhearteyes
