content,rating,processed_review
"I lost my count, gak kehitung lagi ini pembelian yang ke berapa. Botol yang kali ini spray-nya terasa lebih halus dan mudah dipencet, perubahan yang bagus. Jadi sudah dipastikan O adalah salah satu perfume favorit yang selalu membuatku percaya diri ketika memakainya. Dan akan terus kucheck-out setiap kali habis.",5,i lost my count gak hitung lagi ini beli yang ke berapa botol yang kali ini asa lebih halus dan mudah pencet ubah yang bagus jadi sudah pasti o adalah salah satu perfume favorit yang selalu buat percaya diri ketika dan akan terus kucheckout tiap kali habis
"Pengiriman Baik & Cepat, Packaging Aman & Rapi, Seller & Kurir Fast Respons, Thank You",5,kirim baik cepat packaging aman rapi seller kurir fast respons thank you
"Baru kali ini beli perfume yang sama sampai dua kali bahkan sebelum yang pertama kemarin habis, sesuka itu sama wanginya❤ Proses, pengiriman dan sampainya juga cepat, mana huminsnya responsif dan baik banget. Bakalan order lagi sih ini kayaknya, tapi mungkin pengen coba yang varian lain. Terima kasih HMNS! ❤",5,baru kali ini beli perfume yang sama sampai dua kali bahkan belum yang pertama kemarin habis suka itu sama redheart proses kirim dan juga cepat mana responsif dan baik banget bakal order lagi sih ini tapi mungkin ken coba yang varian lain terima kasih hmns redheart
Damn... parfum yang diidamkan karena penasaran sama wanginya.. trimss.. semoga istri suka..,5,damn parfum yang idam karena penasaran sama trimss moga istri suka
"Checkout orgasm dapat full size Farhampton juga plus mini size nya alpha, sayang bgt padahal mini size nya pengen tau EoS hehe Farhampton laki bgt wanginya lumayan buat suami sayah….",5,checkout orgasm dapat full size farhampton juga plus mini size alpha sayang bgt padahal mini size ken tau eos hehe farhampton laki bgt lumayan buat suami sayah
"kusuka wanginya yg manis, aman dipake di ruang ber-Ac dan di outsoor, cuma klo di outdoor kayanya agak puyeng ya nyium wanginya. tapi kusuka banget wanginya. daya tahannya lumayan ya. ini foto setelah dipakai bbrp kali.",5,suka yg manis aman dipake di ruang berac dan di outsoor cuma klo di outdoor agak puyeng ya nyium tapi suka banget daya lumayan ya ini foto telah pakai bbrp kali
"Produk aman, ada bonus pouch, sebenarnya gak mau buka, buat kado, tapi ada bunyi jadinya dibuka.",5,produk aman ada bonus pouch gak mau buka buat kado tapi ada bunyi buka
"Alhamdulillah udah sampe dengan aman, wanginya ternyata sama kaya bosku🤣🫶🏻",5,alhamdulillah udah sampe dengan aman nyata sama kaya bos rollingonthefloorlaughing hearthandslightskintone
"Concern ke packingannya oke banget sih menurutku, byk brand2 lokal yg mahal tapi gak merhatiin packingan sama sekali… kalo dari segi wangi 1st spray gitu keluar kayak wangi spicy2 agak nyengat sdkit lama kelamaan baru ke sweet, wanginya mirip salah satu parfum zara sih menurutku, vanillanya jg gak begitu kecium lebih ke spicy",5,concern ke oke banget sih turut byk brand lokal yg mahal tapi gak merhatiin packingan sama sekali kalo dari segi wangi st spray gitu keluar kayak wangi spicy agak nyengat sdkit lama lama baru ke sweet mirip salah satu parfum zara sih turut jg gak begitu cium lebih ke spicy
"sumpah bagus bgt dari packaging nya aja udh kek premium gitu, aman bgt, wanginya enak agak manis gitu tapi suka sih,dpt bonusnya juga. makasih sellernya",5,sumpah bagus bgt dari packaging aja udh kek premium gitu aman bgt enak agak manis gitu tapi suka sih dpt juga makasih
"Recomended banget pokoknya,ramah, fast respon, pengirimannya juga cepet banget. Selalu puas pake parfum ini. Thanks juga buat hadiah buku catatan sama voucer 25k nya, selebihnya biar bintang yang berbicara 👍👍👍",5,recomended banget ramah fast respon juga cepet banget selalu puas pake parfum ini thanks juga buat hadiah buku catat sama voucer k biar bintang yang bicara thumbsup thumbsup thumbsup
"wanginya enak, suka banget, manis2 gitu.. awet juga parfumnya, packaging mantab, parfum aman gada bocor..",5,enak suka banget manis gitu awet juga packaging mantab parfum aman gada bocor
"Ini kali pertama sy beli parfum via online. krn buat sy parfum mesti dicoba, dirasa dan dinikmati langsung aromanya Tapi begitu sy buka langsung jatuh cinta sama desain packingnya yg sangat mewah...begitu sy coba aromahnya luar biasa harum... melebihi ekspektasi sy hehehehe ibarat HP ini satu kelas dengan iPhone selamat tinggal parfum impor",5,ini kali pertama sy beli parfum via online krn buat sy parfum mesti coba rasa dan nikmat langsung tapi begitu sy buka langsung jatuh cinta sama desain yg sangat mewah begitu sy coba luar biasa harum lebih ekspektasi sy hehehehe ibarat hp ini satu kelas dengan iphone selamat tinggal parfum impor
"sumpah agak takut pas liat dusnya kena cakaran benda gitu. Tapi ternyata aman, suka top notes apelnya enak.",5,sumpah agak takut pas liat kena cakar benda gitu tapi nyata aman suka top notes enak
"mantap sih pengiriman nya sesuai harapan banget jadi bisa dipakek pas saat acara, wanginya sih manis dan g nyegrak di hidung sopan lah bahasanya, wanginya manis kek permen sih tapi g oversweet gitu terus vanila nya juga g terlalu dominan sih, sayangnya g tahan lama sih so-so banget padahal wanginya udah cocok bgt, mungkin sekitar 6 jam kalo dipakek outdoor itupun bisa lebih bisa kurang, gua yakin kalo misal dipakek pas malem"" sejuk terus dingin ini bakal tahan lama sih yaa minimal 7 jam up lah..",5,mantap sih kirim sesuai harap banget jadi bisa dipakek pas saat acara sih manis dan g nyegrak di hidung sopan lah manis kek permen sih tapi g oversweet gitu terus vanila juga g terlalu dominan sih g tahan lama sih soso banget padahal udah cocok bgt mungkin sekitar jam kalo dipakek outdoor itu bisa lebih bisa kurang gua yakin kalo misal dipakek pas malem sejuk terus dingin ini bakal tahan lama sih yaa minimal jam up lah
"First buy Orgasm. Penasaran sih sebenarnya, kok banyak yang bilang oke. 😄 Dan pernah kayak Sold Out lama ga nyetok2. akhirnya available dan langsung beli (pas ada duit 😄). Nggak kecewa sama sekali sih. Packingnya rapih, Box-nya aduh, suka. Terus parfumnya juga. Aromanya soft, fruity, manis, menenangkan sekaligus menyenangkan. Im falling in love with perfume.",5,first buy orgasm penasaran sih kok banyak yang bilang oke grinningfacewithsmilingeyes dan pernah kayak sold out lama ga nyetok available dan langsung beli pas ada duit grinningfacewithsmilingeyes nggak kecewa sama sekali sih rapih aduh suka terus juga soft fruity manis tenang sekaligus senang im falling in love with perfume
Aroma fruity dan menyegarkan. Cukup tahan lama sekitar 4-6 jam untuk indoor. Kemasan aman karena masuk kardus dengan bubblewraped. Thank you!,5,aroma fruity dan segar cukup tahan lama sekitar jam untuk indoor kemas aman karena masuk kardus dengan bubblewraped thank you
"packing aman, pengiriman cepat. baunya enak banget ngga terlalu strong. dapet free gift juga.",5,packing aman kirim cepat enak banget ngga terlalu strong dapet free gift juga
"Pengiriman sangat cepat, botol aman dan rapi.. dapat trial size juga 😍😍 baunya suka sih ga terlalu manis, cocok buat akuu yg gasuka manis.. ini botol pertamaku, will definitely buy this parfum again❤️❤️❤️",5,kirim sangat cepat botol aman dan rapi dapat trial size juga smilingfacewithhearteyes smilingfacewithhearteyes suka sih ga terlalu manis cocok buat akuu yg gasuka manis ini botol pertama will definitely buy this parfum again redheart redheart redheart
"Baru kali ini beli parfume mahal, biasanya yang dibawah 50 ribu 😆 Suka banget sama harumnya btw aku cowo tapi enak aja, packaging kotaknya premium, dapat bonus parfume yang lain sama voucher. Ekspedisi cepet banget pake sicepat, estimasi tgl 18 tapi tgl 17 udah sampe, tapi sayang dusnya penyok, mungkin next bisa lebih hati hati",5,baru kali ini beli parfume mahal yang bawah ribu grinningsquintingface suka banget sama btw aku cowo tapi enak aja packaging premium dapat bonus parfume yang lain sama voucher ekspedisi cepet banget pake sicepat estimasi tgl tapi tgl udah sampe tapi sayang penyok mungkin next bisa lebih hati hati
"Dari semua varian HMNS, ini sih yg paling cocok, udh 3x beli dg aroma ini. cuman saran aja utk perusahaan sebesar HMNS, tolong packingannya diberi extra bubblewarp lagi biar kejadian seperti saya pada paket ini (rembes oleh air dan merusak packingan bahkan sampai kotaknya).. bahkan penutup botolnya sampai penyok. Saya juga gak bisa nyalahin pihak HMNS ataupun Jasa kirimnya, kalau diberi extra packingan seperti bubblewarp lebihkan dapat meminimalisir kejadian seperti ini",5,dari semua varian hmns ini sih yg paling cocok udh x beli dg aroma ini cuman saran aja utk usaha besar hmns tolong beri extra bubblewarp lagi biar jadi seperti saya pada paket ini rembes oleh air dan rusak packingan bahkan sampai bahkan tutup sampai penyok saya juga gak bisa nyalahin pihak hmns atau jasa kalau beri extra packingan seperti bubblewarp lebih dapat meminimalisir jadi seperti ini
Packaging OK Wanginya Enak PLUS dpt Bonus Glass TUMBLR Sering-Sering yaa Min ngasih BONUS Thanku HMNS 👍,5,packaging ok enak plus dpt bonus glass tumblr seringsering yaa min ngasih bonus thanku hmns thumbsup
"juice lebih pekat ya atau memang produksinya skala besar kena proses maserasi, overall wangi ttp oke, btw thanks bonusnya 👍",5,juice lebih pekat ya atau memang skala besar kena proses maserasi overall wangi ttp oke btw thanks thumbsup
"A well organized perfume with impressive scent, having a premium packaging, a good service and fast delivery makes this brand so worth to have. Thank you!",5,a well organized perfume with impressive scent having a premium packaging a good service and fast delivery makes this brand so worth to have thank you
"sudah repurchase ke sekian kalinyaa, kualitas produknya memang baguss, wanginya enak dan tahan lamaa, mantap bangettt, pas beli juga dibonusin tumblr kacaa, tambah mantapp, thankyouu ya seller, hmns sukses teruss dengan produknyaa 👍👍",5,sudah repurchase ke sekian kalinyaa kualitas memang baguss enak dan tahan lamaa mantap bangettt pas beli juga dibonusin tumblr kacaa tambah mantapp thankyouu ya seller hmns sukses teruss dengan produknyaa thumbsup thumbsup
"nice packing aman, btw aku pke parfum ini dua thn lalu co di toko oyenn, di pke buat slama kuliah ketahanannya sekitar 6 jam. skrng dh abis jdi co lgi, dan karna skrng aku dh ngajar disekolah, pas aku pke entah kenapa kek ada yg kurang, gk setahan wangi pas dlu2 gtu, pdhal aku ngajar 7 jam di kls ber ac, tpi pas jam istirahat sekitar jam 10 pas aku sniff kek gk senempel dlu, jdi harus reapply, agak bingung sih, apa salah moment, jdi klo ngajar gk cocok kah pke orgsm?? haruskah EOS?? atau unrosed?",5,nice packing aman btw aku pke parfum ini dua thn lalu co di toko oyenn di pke buat slama kuliah sekitar jam skrng dh abis jdi co lgi dan karna skrng aku dh ngajar seko pas aku pke entah kenapa kek ada yg kurang gk tahan wangi pas dlu gtu pdhal aku ngajar jam di kls ber ac tpi pas jam istirahat sekitar jam pas aku sniff kek gk senempel dlu jdi harus reapply agak bingung sih apa salah moment jdi klo ngajar gk cocok kah pke orgsm harus eos atau unrosed
"sumpah keren banget packagingnya asli deh premium banget, udah gtu safety parah asli. Wanginya jangan ditanya enak bangettt kaya woody tapi soft gtu tapi sexy dan mahal gtu lah wkwkw suka bangettt dan jadi pengen nyoba yg varian EOS juga nih",5,sumpah keren banget asli deh premium banget udah gtu safety parah asli jangan enak bangettt kaya woody tapi soft gtu tapi sexy dan mahal gtu lah wkwkw suka bangettt dan jadi ken nyoba yg varian eos juga nih
"Sebenernya suka bgt sama packaging dan servis nya bener"" debest. Pertama kali nemu seller begini jempol banget. Tapi gatau kurang suka sm wanginya. Mirip"" scarlett gitu. Atau rasanya kaya kurang manly. Keep it up HMNS",5,suka bgt sama packaging dan servis bener debest pertama kali nemu seller begini jempol banget tapi gatau kurang suka sm mirip scarlett gitu atau kaya kurang manly keep it up hmns
"Barang sesuai deskripsi, wanginya enak dan pengirimannya jg cepat",5,barang sesuai deskripsi enak dan jg cepat
"sweet scent, reminds me about her lol. paket sampai dengan selamat, meskipun ga dapet promo x baseusnya gapapa dah, yg penting parfumenya tiba dengan selamat. admin responsif, bakal order lagi besok 👍",5,sweet scent reminds me about her lol paket sampai dengan selamat meski ga dapet promo x gapapa dah yg penting tiba dengan selamat admin responsif bakal order lagi besok thumbsup
"Packing bagus, barangnya masih utuh bersegel, wanginya enak",5,packing bagus masih utuh segel enak
"Setelah maju mundur, akhirnya kebeli juga parfum pertama aku dari HMNS pas ada rejekinya. Wanginya enak banget. Packagingnya juga baguss. Adminnya jg baik, fast respon.",5,telah maju mundur kebel juga parfum pertama aku dari hmns pas ada enak banget juga baguss jg baik fast respon
"Untuk yg ini aromanya menurut saya terlalu manis untuk cowok, tp aromanya memang enak sih. Untuk ketahanannya menurut saya standar aja gak terlalu lama.",5,untuk yg ini turut saya terlalu manis untuk cowok tp memang enak sih untuk turut saya standar aja gak terlalu lama
pengiriman sangat cepat seller fast respon puas banget pokoknya dikirim ke jkt aman juga mantab,5,kirim sangat cepat seller fast respon puas banget kirim ke jkt aman juga mantab
"Memutuskan beli orgsm karena langsung jatuh cinta pas coba di versi discovery set. Pas full bottle dateng udh antusias, tp jd aneh kok warnanya beda.. kayak lebih bening. Terus kecewa bgt aromanya juha jauh beda, ga seenak yg di discovery set. Aroma di discovery set lebih kenceng tapi smooth, spl'nya jg juara. Yang full bottle aromanya kayak lebih watery dan spl'nya super weak. Apakah ini reformula? Kalau iya, sayang bgt karena ga seenak yg sebelumnya. So sad :( Anyway ini masalah selera pribadi sih. kalau aku pribadi lebih suka versi yg lama, yg kayak di discovery set.",4,putus beli orgsm karena langsung jatuh cinta pas coba di versi discovery set pas full bottle dateng udh antusias tp jd aneh kok beda kayak lebih bening terus kecewa bgt juha jauh beda ga enak yg di discovery set aroma di discovery set lebih kenceng tapi smooth jg juara yang full bottle kayak lebih watery dan super weak apakah ini reformula kalau iya sayang bgt karena ga enak yg so sad anyway ini masalah selera pribadi sih kalau aku pribadi lebih suka versi yg lama yg kayak di discovery set
"Cepet bgt sampainya. Pesan senin siang selasa sore udh sampe. Packagingnya nuat bgt, kotak putihnya udh berasa wangi haha. Ternyata wanginya enak soft ga nyegrek sesuai dengan ekspektasi pokoknya",5,cepet bgt pesan senin siang selasa sore udh sampe nuat bgt kotak udh asa wangi haha nyata enak soft ga nyegrek sesuai dengan ekspektasi
"Agak kecewa si sama packaging nya si... label nya kotor dan jiplak kaya bekas jari / ada sidik jarinya... tutupnya juga banyak baret2 halusnya... kesannya jadi kaya ga higienis... pengirimannya hanya pakai kardus yg mepet banget sama box nya dan ga ada bubblewarpnya... ya untung ga pecah atau bocor si... apa karena diskon? gth juga ya, tapi biarpun diskon harusnya kualitas n detail2 begitu tetep harus diperhatikan, bukan dikurangi... semoga next lebih baik...",4,agak kecewa si sama packaging si label kotor dan jiplak kaya bekas jari ada sidik juga banyak baret jadi kaya ga higienis pakai kardus yg mepet banget sama box dan ga ada ya untung ga pecah atau bocor si apa karena diskon gth juga ya tapi biarpun diskon kualitas n detail begitu tetep harus perhati bukan rang moga next lebih baik
"Respon penjual baik, Packing mantab, Isi aman No complain",5,respon jual baik packing mantab isi aman no complain
Respon terbaik langsung prosess barang mah ga usah di tanya,5,respon baik langsung prosess barang mah ga usah di
"wanginya menurut aku enak. fruity manis dan segar. cocok dikombinasikan dengan wangi lain juga kalau masih belum ""diri kamu banget"" wanginya. wanginya bisa dibuild up dan masih enak serta masih kecium top note wangi parfumnya ini. Cukup longlasting di semprot ke baju untuk seharian ngantor tapi ga selonglasting itu sampe sore untuk wanginya bisa kecium sampe org noleh pas kita jalan. Tapi kalau dari deket masih bisa kecium kalau kita wangi 😂👍🏼 ohiya ini juga warnanya kaya orange bgt gitu kan awalnya agak takut nyemprot ke baju apa lagi kalo lagi pake baju putih tapi ternyata aman aja kok gengs 👍🏼 tida menimbulkan bekas noda gitu yg aku notice sih Untuk kemasannya juga bagus sekali di box warna putih dan ada busanya di sekeliling jadi anti pecah. di packing dengan bubble wrap juga jadi aman 👍🏼",5,turut aku enak fruity manis dan segar cocok kombinasi dengan wangi lain juga kalau masih belum diri kamu banget bisa dibuild up dan masih enak serta masih cium top note wangi ini cukup longlasting di semprot ke baju untuk hari ngantor tapi ga selonglasting itu sampe sore untuk bisa cium sampe org noleh pas kita jalan tapi kalau dari deket masih bisa cium kalau kita wangi facewithtearsofjoy thumbsupmediumlightskintone ohiya ini juga kaya orange bgt gitu kan agak takut nyemprot ke baju apa lagi kalo lagi pake baju putih tapi nyata aman aja kok gengs thumbsupmediumlightskintone tida timbul bekas noda gitu yg aku notice sih untuk juga bagus sekali di box warna putih dan ada di keliling jadi anti pecah di packing dengan bubble wrap juga jadi aman thumbsupmediumlightskintone
"packing bagus banget, kokoh dan dijamin kirim ke luar pulau pasti aman. aroma tahan lumayan lama. gak nyobain langsung karena dijadiin kado.",5,packing bagus banget kokoh dan jamin kirim ke luar pulau pasti aman aroma tahan lumayan lama gak nyobain langsung karena dijadiin kado
barang sesuai deskripsi... mari support brand lokal.. recommended seller,5,barang sesuai deskripsi mari support brand lokal recommended seller
"Pertama kali beli parfum disini, secara keseluruhan sangat puas dengan pelayanannya. Barang pertama kali dateng pecah, Alhamdulillah seller mengirimkan kembali parfumnya. Terimakasi Humins 🙏😁",5,pertama kali beli parfum sini cara seluruh sangat puas dengan barang pertama kali dateng pecah alhamdulillah seller kirim kembali terimakasi humins foldedhands beamingfacewithsmilingeyes
"fast delivery, communicative and responsive seller, and got a sample that smells good. Defenitely gonna repurchase again. Thank you seller!",5,fast delivery communicative and responsive seller and got a sample that smells good defenitely gon na repurchase again thank you seller
"Copywriting cakep, packaging feel-nya premium, ada bonus buat mandi di bathup. Cakep. Thanks HMNS.",5,copywriting cakep packaging premium ada bonus buat mandi di bathup cakep thanks hmns
"Barang sudah sampai dengan selamat ditempat saya. Wah semakin keren saja, sedikit begitu ramping botolnya. Wanginya tetap sama saat pertama kali pakai. Pokoknya rekomendasi buat kalian yang sedang mencari parfum yang manis dan tahan lama. Terima Kasih juga bonusnya, dan Sakses selalu buat HMNS. Terima Kasih..:",5,barang sudah sampai dengan selamat tempat saya wah makin keren saja sedikit begitu ramping tetap sama saat pertama kali pakai rekomendasi buat kalian yang sedang cari parfum yang manis dan tahan lama terima kasih juga dan sakses selalu buat hmns terima kasih
"top notesnya agak nyegrak, tapi pas middle notesnya wow",5,top agak nyegrak tapi pas middle wow
"Brand paling worth it menurut saya, langganan dr dulu alhamdulillah ga pernah masalah dengan produk dan pemesanannya",5,brand paling worth it turut saya langgan dr dulu alhamdulillah ga pernah masalah dengan produk dan
"mantap sesuai pesanan, pengemasan rapih dan aman, proses kirimnya cepat",5,mantap sesuai pesan emas rapih dan aman proses cepat
"packing selalu double. Wangi kalem cenderung segar karna ada rasa Fruity Orange . Alpha done ,Forhamton done,orgasm done,next coba varian lain",5,packing selalu double wangi kalem cenderung segar karna ada rasa fruity orange alpha done forhamton done orgasm done next coba varian lain
"kirain bakal lama pengirimannya ternyata cepet. alhamdulillah brg tidak ada kerusakan. dikasih bonus tester parfum, dan wanginya enak.. soft2 miengingatkan seperti wangi sampo anak2😆",5,kirain bakal lama nyata cepet alhamdulillah brg tidak ada rusa kasih bonus tester parfum dan enak soft miengingatkan seperti wangi sampo anak grinningsquintingface
"pengiriman cepat, packing rapi, wanginya juga enak",5,kirim cepat packing rapi juga enak
"pengiriman cepat, packing rapi kek anak SD masuk sekolah, wanginya juga lembut kek pantat bayi.",5,kirim cepat packing rapi kek anak sd masuk sekolah juga lembut kek pantat bayi
"Wangi nya enak , packaging aman , Top banget",5,wangi enak packaging aman top banget
