content,rating,processed_review
Murah dan original. Recommended pokoknya. Sudah habis 2,5,murah dan original recommended sudah habis
"Sukaaaa sekali sama wanginya SOTB. Manis tapi ga giung. Tahan berjam-jam punnnn meski udah mandi. Packaging juara 💯💯 Pengirimannya juga super cepat. Dapet vial yang ostara, ternyata aku suka juga! Tipe yg manis floral seger gitu. Saff & co ternyata emang secanggih itu. Banggaaaa krn produk lokal makin kece 🥹🫶🏻🫶🏻",5,sukaaaa sekali sama sotb manis tapi ga giung tahan berjamjam punnnn meski udah mandi packaging juara hundredpoints hundredpoints juga super cepat dapet vial yang ostara nyata aku suka juga tipe yg manis floral seger gitu saff co nyata emang canggih itu banggaaaa krn produk lokal makin kece faceholdingbacktears hearthandslightskintone hearthandslightskintone
"dapet harga promo, pengiriman cepat, barang sesuai. mantap pokonya. dapet bonus juga yang travel size nya",5,dapet harga promo kirim cepat barang sesuai mantap dapet bonus juga yang travel size
"pertama liat di toko offline nya, wah yang varian S.O.T.B ini enak banget eeh ga sengaja liat pas promo di Toped.. gaaasss langsung.. pengemasan super aman, dikasih bonus juga.. thanks SAFF&Co.sukses terussss",5,pertama liat di toko offline wah yang varian sotb ini enak banget eeh ga sengaja liat pas promo di toped gaaasss langsung emas super aman kasih bonus juga thanks saffcosukses terussss
Best deal bgt dpt harga flash sale + ada voucher dari seller dan tokped! Repurchase SOTB ini dh 3x karena sesuka itu sama aroma nya dan long lasting jg🥰,5,best deal bgt dpt harga flash sale ada voucher dari seller dan tokped repurchase sotb ini dh x karena suka itu sama aroma dan long lasting jg smilingfacewithhearts
"Wanginya bisa tahan 8 jam dan Semberiwing, Mantap emang Saff🤩",5,bisa tahan jam dan semberiwing mantap emang saff starstruck
"Saff n co emg ga pernah gagal, wanginya enak dan tahan seharian. Udah beli untuk kesekian kalinya",5,saff n co emg ga pernah gagal enak dan tahan hari udah beli untuk sekian
"seneng bgt akhirnya bisa kebeli juga ini parfum.. Gemass sekali di kasih free Solaris yg mini nya, terimakasih seller... sumpah ini wanginya awett bgttt bgtt lgsg coba di semprot di tangan udah di bawa cuci piring, ngepel keringetan juga tetep stay wangi nya. semoga bisa order lagi nanti kalau habis, karna emang lumayan si harganya hehe tapi love bgt🥰",5,neng bgt bisa kebel juga ini parfum gemass sekali di kasih free solar yg mini terimakasih seller sumpah ini awett bgttt bgtt lgsg coba di semprot di tangan udah di bawa cuci piring ngepel keringetan juga tetep stay wangi moga bisa order lagi nanti kalau habis karna emang lumayan si hehe tapi love bgt smilingfacewithhearts
Suka beli di online hehe Bisa dapat potongan harganyaa lumayan Tq ya min,5,suka beli di online hehe bisa dapat potong harganyaa lumayan tq ya min
sesuka itu sama produk parfum dari saff and coo deh semuanya gue udah punya. wangi dan tahan lama deh. apalagi ada bonusnya masya Allah.,5,suka itu sama produk parfum dari saff and coo deh gue udah wangi dan tahan lama deh apalagi ada masya allah
"best parfume ever kalo buat sotb, beneran seenak itu dan awet bgt wanginya + dapet tester minouet dan ternyata enak juga wanginya",5,best parfume ever kalo buat sotb beneran enak itu dan awet bgt dapet tester minouet dan nyata enak juga
"wanginya enak, tempatnya bagus, suka sama varian saff and co",5,enak bagus suka sama varian saff and co
"sesuka itu sama SOTB ! wanginya tahan lama banget, nyemprot 2-3 semprot tahannya seharian dan masih stay di baju!! wanginya manis tapi masih soft banget, kek cewe calm",5,suka itu sama sotb tahan lama banget nyemprot semprot hari dan masih stay di baju manis tapi masih soft banget kek cewe calm
"Udah repurchase yg kedua kalinya, udah nyaman dg wanginya. Spt biasa packingan super cepat dan aman, dpt free smple chno, my other comfort perfume. Terima kasih saff&co",5,udah repurchase yg dua udah nyaman dg spt biasa packingan super cepat dan aman dpt free smple chno my other comfort perfume terima kasih saffco
"Jatuh hati sama wangi SOTB, wanginya kalem dan tahan lama banget, dapet tester wangi ILIAD enak juga wanginya 😍",5,jatuh hati sama wangi sotb kalem dan tahan lama banget dapet tester wangi iliad enak juga smilingfacewithhearteyes
"Suka baget sama SOTB, sampe ngestock karna takut ntar habis gak bsa co lagi, thank you seller",5,suka baget sama sotb sampe ngestock karna takut ntar habis gak bsa co lagi thank you seller
"udah lama pengen beli, nunggu harga diskon. wanginya bunga tapi ada hint manisnya. wajar sih jadi incaran buyer yg suka parfum manis. sptnya aku masih prefer Loui.",5,udah lama ken beli nunggu harga diskon bunga tapi ada hint wajar sih jadi incar buyer yg suka parfum manis aku masih prefer loui
aromanya tahan lama bahakan setelah pakaian dicuci masih ninggalin wangiiiii. Sukaaaa bangetttttt,5,tahan lama bahak telah pakai cuci masih ninggalin wangiiiii sukaaaa bangetttttt
pengiriman cepet kurir koperaktif packingnya aman banget bagus banget SUKA BANGET ! wanginya apa lagi LUV BANGET ! dapet tester series TROUPE lebih soft wanginya di banding SOTB enak juga .,5,kirim cepet kurir koperaktif aman banget bagus banget suka banget apa lagi luv banget dapet tester series troupe lebih soft di banding sotb enak juga
sebelumnya beli SOTB mini size krn suka beli yang besar. eh skrg diksh tater las pozas.,5,beli sotb mini size krn suka beli yang besar eh skrg diksh tater las pozas
"Harumnyaaa enak bangettt, udah dari lama nungguin launchingnya sotb. Huhuhu terus war buat dapetinnya, senang bangett akhirnya dapet, thank you seller",5,harumnyaaa enak bangettt udah dari lama nungguin sotb huhuhu terus war buat senang bangett dapet thank you seller
"bau nya MasyaAllah uenak wangi vanila nya nagih trs ada bau bau aneh gatau apa tapi enak banget, dikirim juga sampel ostara sumpah ostara wangi nya kaya di kebun jeruk lemon yang smeriwing seger hahaha kalo ada rezeki beli ostara ah",5,bau masyaallah uenak wangi vanila nagih trs ada bau bau aneh gatau apa tapi enak banget kirim juga sampel ostara sumpah ostara wangi kaya di kebun jeruk lemon yang smeriwing seger hahaha kalo ada rezeki beli ostara ah
"Finally bought the full size! Sebelumnya beli yg mini size sama yg CHNO, but I like this one better. Tahan lama seharian, it has jasmine n vanilla notes dan powdery gitu. my type of parfume. Definitely will make this to take part of my new identity 🖤 thanks.",5,finally bought the full size beli yg mini size sama yg chno but i like this one better tahan lama hari it has jasmine n vanilla notes dan powdery gitu my type of parfume definitely will make this to take part of my new identity blackheart thanks
Wanginya awet banget Pengiriman aman Istri saya suka Kualitas sangat baik Terima kasih,5,awet banget kirim aman istri saya suka kualitas sangat baik terima kasih
"Suka sama parfumenya dan dikasih tester juga, tapi ini packagingnya rentan banget, ini aku pas nerima, bosnya udah penyok, dalemnya juga ada beberapa dent, untung aja ni parfum selamat, tapi kalo packagingnya begini terus sih mungkin aja ada beberapa barang yang malah rusak",4,suka sama dan kasih tester juga tapi ini rentan banget ini aku pas nerima udah penyok juga ada beberapa dent untung aja ni parfum selamat tapi kalo begini terus sih mungkin aja ada beberapa barang yang malah rusak
Di awal bakal keluarbau citrus trs lama2 bakal ada hint vanilla gitu,5,di awal bakal keluarbau citrus trs lama bakal ada hint vanilla gitu
"SOTB nya sesuai Deskripsi iklan fan Pesanan, wanginya Harum joss, coccok buat meningkatkan Semangat.. Pengemasan cukup baik, dgn menggunakan tambahan dus dan kertas pelindung.. Harga harus terus bersainglah!! banyak"" promonya",5,sotb sesuai deskripsi iklan fan pesan harum joss coccok buat tingkat semangat emas cukup baik dgn guna tambah dus dan kertas lindung harga harus terus saing banyak
"Paket dateng niat banget karena boxnya gede terus dalemnya masih ada boxnya s.o.t.b lagi. Wanginya enak banget seger gitu lah. Ga perlu deskripsi panjang sih kalo penasaran coba aja langsung. Ga akan nyesel kalo uda beli. Ohya wanginya juga tahan lama, aku semprot lgsg ke kulit",5,paket dateng niat banget karena gede terus masih ada sotb lagi enak banget seger gitu lah ga perlu deskripsi panjang sih kalo penasaran coba aja langsung ga akan nyesel kalo uda beli ohya juga tahan lama aku semprot lgsg ke kulit
hxhxhd yg mana ya pak terimakasih atas nama siapa ya yang waktu itu total perstiker abis magrib mH yg mana uy malem Minggu nich gan ane juga lu Han kang pinjol yg,5,hxhxhd yg mana ya pak terimakasih atas nama siapa ya yang waktu itu total stiker abis magrib mh yg mana uy malem minggu nich gan ane juga lu han kang pinjol yg
"Parfum ter cocok buat aku. bau nya ga nyengat, gak tajem, tapi tahan lama sama soft. enak banget",5,parfum ter cocok buat aku bau ga nyengat gak tajem tapi tahan lama sama soft enak banget
"suka banget sama wanginya, bener bener tahan lama seharian!!! aku bakal repurchase ini pastinya",5,suka banget sama bener bener tahan lama hari aku bakal repurchase ini
"Baunya wangi, ketahanan juga lama. Packagingnya mewah 😍",5,wangi tahan juga lama mewah smilingfacewithhearteyes
"Pengiriman rekomendasi tokopedia jelek banget id express, masa barang bilangnya sedang dikirim kurir ahmad jaelani ke alamat rumah tapi sampai 2 hari gagal terus padahal udh ditungguin di jam2 biasa para kurir online shop pada ngumpul di pos bawah ini gak ada jga. Jangan2 fake aja tu padahal lagi gak diantar cuma di diemin di gudangnya sampe harus saya yang datengin gudangnya, pas didatengin magrib jam 6 an karyawan2 nya lagi pada leha2 asik nongkrong ngobrol2 di depan gudang. Pas di liat ke dlm gudang numpuk banget itu barang2 ya Allahh maksdnya apa coba begitu. So farr parfumnya sendiri gausah diragukan lagi si kualitasnya terbaikk awet bangett wanginya emg udh langganan saff&co dan biasanya beli pas jakarta x beauty beli sekaligus 3 buat stock tapi karna ada halangan jadi harus beli online😭",5,kirim rekomendasi tokopedia jelek banget id express masa barang sedang kirim kurir ahmad jaelani ke alamat rumah tapi sampai hari gagal terus padahal udh ditungguin di jam biasa para kurir online shop pada ngumpul di pos bawah ini gak ada jga jangan fake aja tu padahal lagi gak antar cuma di diemin di sampe harus saya yang datengin pas didatengin magrib jam an karyawan lagi pada leha asik nongkrong ngobrol di depan gudang pas di liat ke dlm gudang numpuk banget itu barang ya allahh apa coba begitu so farr sendiri gausah ragu lagi si terbaikk awet bangett emg udh langgan saffco dan beli pas jakarta x beauty beli sekaligus buat stock tapi karna ada halang jadi harus beli online loudlycryingface
"Sesuka itu sama SaffnCo dari dulu. Soal SPL parfumnya juara di kelas nya. 👍🏻 Dan selalu kasih free vial or tester. Jadi tertarik untuk beli varian yg lain. Thanks. Tapi kali ini tutupnya agak sedikit longgar, mdh2an ngga bocor saja 🙏🏻",5,suka itu sama saffnco dari dulu soal spl juara di kelas thumbsuplightskintone dan selalu kasih free vial or tester jadi tarik untuk beli varian yg lain thanks tapi kali ini agak sedikit longgar mdhan ngga bocor saja foldedhandslightskintone
"enak banget harumnya, tahan lama juga suka banget. thank you",5,enak banget tahan lama juga suka banget thank you
"Ini udh repeat order ke yang 3x kalo ga salah. Suka banget sama variant yang S.O.T.B, suka banget sama wangi nya. Oh iya makasih banyak juga dikasih bonus tester yang solaris, next time penasaran sama yang wangi choco gitu sih",5,ini udh repeat order ke yang x kalo ga salah suka banget sama variant yang sotb suka banget sama wangi oh iya makasih banyak juga kasih bonus tester yang solar next time penasaran sama yang wangi choco gitu sih
Aromanya enak banget yang pasti tahan seharian seperti harga parfum jutaan rupiah Gak nyesel beli ini Next order lagi,5,enak banget yang pasti tahan hari seperti harga parfum juta rupiah gak nyesel beli ini next order lagi
"Wangi nya memang enak saya suka sekali, manis tapi gak bikin eneek. Tapi dari segi ketahanan tidak bertahan lama seperti yg digembar gemborkan banyak orang. Mungkin emg disaya ajah entahlah. Coba langsung di tangan, leher, bisa 2-3 jam. Tapi dibaju lebih gak awet lg sejam paling ilang bau nya .. Repeat order ? No. Thank You",3,wangi memang enak saya suka sekali manis tapi gak bikin eneek tapi dari segi tahan tidak tahan lama seperti yg digembar gembor banyak orang mungkin emg saya ajah entah coba langsung di tangan leher bisa jam tapi baju lebih gak awet lg jam paling ilang bau repeat order no thank you
"wangii nyaa enak bangettt gacorr, dapet tester jugaa top dehh",5,wangi nyaa enak bangettt gacorr dapet tester jugaa top dehh
"Wanginya unisex, tapi ini banyak yg pake cewek wkwk. But not bad, i like it🫡 Btw, for the box is a dope!",4,unisex tapi ini banyak yg pake cewek wkwk but not bad i like it salutingface btw for the box is a dope
"Good quality, excellent service and always satisfying. Thank youuuuu.",5,good quality excellent service and always satisfying thank youuuuu
"Barang datang dengan aman, puas dengan kualitas parfum dengan harga nya sesuai 👌🏻",5,barang datang dengan aman puas dengan kualitas parfum dengan harga sesuai okhandlightskintone
"Barang sampai dengan aman, wanginya emang enak banget sih, soft elegan gitu, cocok banget buat ngantor nih",5,barang sampai dengan aman emang enak banget sih soft elegan gitu cocok banget buat ngantor nih
"ini botol kedua varian sotb, sebelumnya Uda punya Loui sama omnia, sotb emang da best lah wanginya, ngincer xocolatl nieh skrg, pokonya selalu suka wanginya saff n co",5,ini botol dua varian sotb uda loui sama omnia sotb emang da best lah ngincer xocolatl nieh skrg selalu suka saff n co
"barang orginal, mudah barangnya, nyampenya cepet",5,barang orginal mudah cepet
"wanginya enak. pertama kali nyemprot wanginya tajem, tp ternyata abis itu jadi wanginya lembut. org lain jg bilangnya wanginya enak.",5,enak pertama kali nyemprot tajem tp nyata abis itu jadi lembut org lain jg enak
"Wangi nya seger bgt astagaa 🖤🫶🏻🥹 sesuai sm review” di IG nya ! Ga nyesel beli yg SOTB ! Pengiriman nya jg aman di double kardusnya, box nya aman ga penyok” luvs sekali pokoknya 😍😍",5,wangi seger bgt astagaa blackheart hearthandslightskintone faceholdingbacktears sesuai sm review  di ig ga nyesel beli yg sotb kirim jg aman di double box aman ga penyok  luvs sekali smilingfacewithhearteyes smilingfacewithhearteyes
Suka banget kmaren beli yg travel size and wangi tahan lama jadi beli lagii and dapet free nya wangii bgt pliss,5,suka banget kmaren beli yg travel size and wangi tahan lama jadi beli lagi and dapet free wangi bgt pliss
"wanginya sukak! wangi wangi mewah gabikin pusing. pengiriman cepet dan aman, sedi nda dapet tester karena niatnya mau coba yg lain juga. but it's ok! sukses selalu saff&co🧚🏻‍♂️✨",5,sukak wangi wangi mewah gabikin pusing kirim cepet dan aman sedi nda dapet tester karena mau coba yg lain juga but its ok sukses selalu saffco manfairylightskintone sparkles
Alhamdulillah sudah diterima. Cepat sampai. Packingnya rapi. Baru pertama kali coba. Enak wanginya. Terima kasih.,5,alhamdulillah sudah terima cepat sampai rapi baru pertama kali coba enak terima kasih
Penggemar Saff n Co krn SPL nya itu dahsyat. Aku pertama beli Chno dan suka. Skrg coba SOTB makin suka. Pengiriman jg cepat banget. Thanks buat vialnya Chno. Emg jodoh sama Chno. Hehehe,5,gemar saff n co krn spl itu dahsyat aku pertama beli chno dan suka skrg coba sotb makin suka kirim jg cepat banget thanks buat chno emg jodoh sama chno hehehe
"Suka banget sama wanginyaaa! Memang tipe ku bangett sih, terus wanginya juga tahan lama bangett.. Aa semoga bisa cobain varian lainnya jg dehh🥰",5,suka banget sama wanginyaaa memang tipe ku bangett sih terus juga tahan lama bangett aa moga bisa cobain varian jg dehh smilingfacewithhearts
wanginya awet bgt dan packaging mewah bgt,5,awet bgt dan packaging mewah bgt
Pengemasan sangat aman! Dikasi tester nya varian lain 👍🏻 SOTB ini wanginya enak bangey sih.. manis tp fresh seger juga ga enekin ga bkin pusing juga wanginya dan tahan lama,5,emas sangat aman kasi tester varian lain thumbsuplightskintone sotb ini enak bangey sih manis tp fresh seger juga ga enekin ga bkin pusing juga dan tahan lama
"my favo all the time, suka bgttt after tastenya😍😍😍",5,my favo all the time suka bgttt after smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes
kedua kalinya beli parfum disini dan ga mengecewakan sama sekaliii 😍 packaging aman dan selamat sampe tujuan thank you seller 🥰,5,dua beli parfum sini dan ga kecewa sama sekaliii smilingfacewithhearteyes packaging aman dan selamat sampe tuju thank you seller smilingfacewithhearts
"Starting pack kalo mau gituan sama pacar cocok lah, apalagi sama istri",5,starting pack kalo mau gituan sama pacar cocok lah apalagi sama istri
Terlalu wangi pdhl baru 1x semprotan. Pecinta wangi manis cocok ini,5,terlalu wangi pdhl baru x semprot cinta wangi manis cocok ini
"Tadi ku unboxing jam 11 dan ku pakek di tangan , ini jam set 3 wangi nya masi strong .. wahh bakal beli lg si🖤🖤🖤🖤",5,tadi ku unboxing jam dan ku pakek di tangan ini jam set wangi mas strong wahh bakal beli lg si blackheart blackheart blackheart blackheart
"wah keren sih sellernya, hari ini checkout lusa nya langsung sampai dong.. s.ot.b nya wangi, terus dapet vial solaris wangi juga makasih ya🫰",5,wah keren sih hari ini checkout lusa langsung sampai dong sotb wangi terus dapet vial solar wangi juga makasih ya handwithindexfingerandthumbcrossed
Wanginya bikin orang orang di sekitar nanya “kamu pake parfum apa?”,5,bikin orang orang di sekitar  kamu pake parfum apa 
"padahal baru co yg omnia, begitu liat SOTB restock auto co lagi, saking penasaran sama wanginyaa finally sampe juga, wanginya manis sih enak elegant gtu",5,padahal baru co yg omnia begitu liat sotb restock auto co lagi saking penasaran sama wanginyaa finally sampe juga manis sih enak elegant gtu
"Wanginya uwenakkk, tahan lama, bakalan beli lagi keknya kalo habis.. tengkyu seller 👍🏻👍🏻👍🏻",5,uwenakkk tahan lama bakal beli lagi kalo habis tengkyu seller thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone
wangi oke pengiriman cept harga terjangkau,5,wangi oke kirim cept harga jangkau
"Pengiriman aman dan sesuai, kemasannya juga lucu, mantaabbbbb",5,kirim aman dan sesuai juga lucu mantaabbbbb
"Gila enak bgt wanginyaaa. Segar, manis, sexy dan mewah kadi satu! Cinta bgt sama S.O.T.B ❤️",5,gila enak bgt wanginyaaa segar manis sexy dan mewah kadi satu cinta bgt sama sotb redheart
"Ga nyangka bisa dapet parfum dengan PR KITnyaaa , love this 😘💋🥰",5,ga nyangka bisa dapet parfum dengan pr kitnyaaa love this faceblowingakiss kissmark smilingfacewithhearts
sotb the best sih.. udah banyak yg nge rekomenin dan tmn aku pakai ini jadi langsung beli jga 🫶,5,sotb the best sih udah banyak yg nge rekomenin dan tmn aku pakai ini jadi langsung beli jga hearthands
"Senang sekali pacar suka sama hadiahnya, emang wishlist dia dari lama juga soalnya. Dapat sample Saff&Co. x Xocolatl wanginya juga enak.",5,senang sekali pacar suka sama emang wishlist dia dari lama juga dapat sample saffco x xocolatl juga enak
Good! Sampai sesuai pesanan Alhamdulillah Top Mantap Is the Best,5,good sampai sesuai pesan alhamdulillah top mantap is the best
"GILAAA INI BNR2 PARFUME EXCLUSIVE YG PERNAH AKU PUNYAAA🥹🥹🥹 GILA WANGINYA MAHAL BGT, DPT TESTER NYA ENAK JUGA JD INGIN BELI LG🥹🥹🥹",5,gilaaa ini bnr parfume exclusive yg pernah aku punyaaa faceholdingbacktears faceholdingbacktears faceholdingbacktears gila mahal bgt dpt tester enak juga jd ingin beli lg faceholdingbacktears faceholdingbacktears faceholdingbacktears
Sumpahh woii lu semua yg cek SOTB ni harus beliiiiii woii ini wanginya bener bener ketinggalan di tempat dan satu tetess wanginya serumahh lu semua harus beliiiiiii gilaa tahan 2hari 3 hari dibaju temenku pake soalnya parah the bestttttt😭😭❤️❤️❤️❤️❤️❤️,5,sumpahh woii lu semua yg cek sotb ni harus beliiiiii woii ini bener bener tinggal di tempat dan satu tetess serumahh lu semua harus beliiiiiii gilaa tahan hari hari baju temenku pake parah the bestttttt loudlycryingface loudlycryingface redheart redheart redheart redheart redheart redheart
Barang sudah diterima dengan baik dan komplit. Terimakasih banyak ya,5,barang sudah terima dengan baik dan komplit terimakasih banyak ya
wangi awet parah sebelum ini baju dicuci udh mantab wanginya berhari hari dapet harga 170an mantab,5,wangi awet parah belum ini baju cuci udh mantab hari hari dapet harga an mantab
parfum favorit aroma terfavorit sudah order berulang kali awet banget aromanya berhari hari,5,parfum favorit aroma favorit sudah order ulang kali awet banget hari hari
Barangnya cepet sampe.. Wanginya sukaaa.. Dikasih gratisan tester donk.. Terima kasiiiihh...,5,cepet sampe sukaaa kasih gratis tester donk terima kasiiiihh
"packagig rapih 3 layer 😍, botol aman. dan yang paling keren ya wanginya S.O.T.B yang enak banget (ga tau rasa wanginya apa, yang jelas ga terlalu nusuk, soft, sweet, dan elegant. cow/cew masuk. kalau varian coco sama cuma bedanya lebih berkarakter laki sigma calm and deep) dan dikasih tester varian coco. wah makasih Saff n Co sudah bikin saya galau dengan varian anda yang enak.",5,packagig rapih layer smilingfacewithhearteyes botol aman dan yang paling keren ya sotb yang enak banget ga tau rasa apa yang jelas ga terlalu nusuk soft sweet dan elegant cowcew masuk kalau varian coco sama cuma lebih karakter laki sigma calm and deep dan kasih tester varian coco wah makasih saff n co sudah bikin saya galau dengan varian anda yang enak
"Kondisi dus luar penyok, tapi dalamnya bisa mulus banget. Keajaiban. Dapat sampel, yang baunya kayaknya lebih cocok buat laki daripada SOTB. STOB baunya bagaikan Chipi chipi chapa chapa Dubi dubi daba daba Mágico mi dubi dubi Bum, bum, bum, bum gitu.",5,kondisi dus luar penyok tapi bisa mulus banget ajaib dapat sampel yang lebih cocok buat laki daripada sotb stob bagai chipi chipi chapa chapa dub dub daba daba m gico mi dub dub bum bum bum bum gitu
"pas nyampe dusnya penyok dikit tapi gapapa isinya tetep aman. wanginya sotb tipikal wangi sexy and fresh gitu, keawetan wanginya bisa berhari hari. dapet sample las pozas, wanginya kayak vibes pergi kondangan 🤣",5,pas nyampe penyok dikit tapi gapapa tetep aman sotb tipikal wangi sexy and fresh gitu awet bisa hari hari dapet sample las pozas kayak vibes pergi kondangan rollingonthefloorlaughing
Pertama kali nyoba yg mini size 5 ml dan langsung suka wanginya jadi langsung beli yg full size. Ketahanannya awet banget di aku bisa seharian. Dapet sampel las pozas wangi sih cuma kurang cocok di aku karena wanginya cocok untuk cowok/unisex but thanks for the free sample. Next mau coba varian yg lain,5,pertama kali nyoba yg mini size ml dan langsung suka jadi langsung beli yg full size awet banget di aku bisa hari dapet sampel las pozas wangi sih cuma kurang cocok di aku karena cocok untuk cowokunisex but thanks for the free sample next mau coba varian yg lain
Pengiriman cepat dan harga paling murah. Suka banget sama aroma parfumenya yang tipe ini. Packing aman dan dapet tester aroma lain juga. Thank you seller 👍🏽,5,kirim cepat dan harga paling murah suka banget sama aroma yang tipe ini packing aman dan dapet tester aroma lain juga thank you seller thumbsupmediumskintone
"Barang baguss, wangi mantapp tahan lama dan paling best seller, iseng nyoba langsung suka plus dapet promo",5,barang baguss wangi mantapp tahan lama dan paling best seller iseng nyoba langsung suka plus dapet promo
"so far parfum yang paling cocok denganku dan pacar. Soft, tidak terlalu nyegrak dan seger. Packaging rapi, hanya saja ditemukan rambut di packaging wkwk Dapet sample varian lain, lumayan juga",5,so far parfum yang paling cocok dengan dan pacar soft tidak terlalu nyegrak dan seger packaging rapi saja temu rambut di packaging wkwk dapet sample varian lain lumayan juga
"wangi nya tahan lama banget dan nempel banget di kulit padahal cmn 1 kali semprot,tapi sayang nya aku ga suka wangi nya bukan aku banget🥺kalo ada yg mau boleh ke aku aja aku sale baru 1 kali semprot",5,wangi tahan lama banget dan nempel banget di kulit padahal cmn kali semprot tapi sayang aku ga suka wangi bukan aku banget pleadingface kalo ada yg mau boleh ke aku aja aku sale baru kali semprot
"wanginya nagih . kemasan keras, aman ga bocor sama gak tipu2 kalo di official",5,nagih kemas keras aman ga bocor sama gak tipu kalo di official
"untuk packaging seperti nya tertimpa barang2 pengiriman lain, tetapi isi dalem nya aman karena di lapisin bubble wrap yg tebel, penjual nya ramah & fast respon, pokok nya the best saff n co!!",5,untuk packaging seperti timpa barang kirim lain tetapi isi dalem aman karena di lapisin bubble wrap yg tebel jual ramah fast respon pokok the best saff n co
Produk sudah sampai. Tidak ada yang pecah dan bocor. Wanginya awet dan ga bikin hidung sakit 👌👌,5,produk sudah sampai tidak ada yang pecah dan bocor awet dan ga bikin hidung sakit okhand okhand
Produk sudah sampai. Tidak ada yang bocor dan pecah. Selalu langganan beli varian ini ✌,5,produk sudah sampai tidak ada yang bocor dan pecah selalu langgan beli varian ini victoryhand
"suka sama wanginya agak wangi vanila sedikit, tiap mau beli pasti kehabisan tapi ini masih kedptan, testernya wangi cwo sih menurut ku tapi suka juga wangi testernya klo di pake sedikit",5,suka sama agak wangi vanila sedikit tiap mau beli pasti habis tapi ini masih kedptan wangi cwo sih turut ku tapi suka juga wangi klo di pake sedikit
"Bagus Banget tahan lama wanginya, enak juga wanginya buat dipake ke acara formal",5,bagus banget tahan lama enak juga buat dipake ke acara formal
