content,rating,processed_review
"Udah punya 3 varian, kalo diurutin dari yg paling aku suka 1. Omnia 2. Loui 3. *** Pozas Aku gak terlalu paham perfume tapi aku cukup picky. Kalo kalian tipe yg sama kayak aku, suka wangi yg sweet tapi yg smooth and soft, powdery tapi tetep ada fresh nya, dan wanginya gak pasaran, harusnya kalian akan cocok sih dg pilihan top 3 aku ini. Saran aku sebelum beli full size, better u try decent or share in jar gitulah. Lebih enteng dikantong dan kalian bisa make sure wanginya cocok gak dg kalian. Saffnco adalah extrait perfume jadi ketahanannya jauh lebih nampol. Ketimbang EDP dan EDT. Dan Loui salah satu yg SPL nya oke bgt! Wanginya nempel meski kita keringetan. Aku udah pake ke kantor, olahraga, outdoor, dan wanginya masuk2 aja dan aman di hidung gak bikin puyeng. Semoga membantu 💚",5,udah varian kalo diurutin dari yg paling aku suka omnia loui pozas aku gak terlalu paham perfume tapi aku cukup picky kalo kalian tipe yg sama kayak aku suka wangi yg sweet tapi yg smooth and soft powdery tapi tetep ada fresh dan gak pasar kalian akan cocok sih dg pilih top aku ini saran aku belum beli full size better u try decent or share in jar gitulah lebih enteng kantong dan kalian bisa make sure cocok gak dg kalian saffnco adalah extrait perfume jadi jauh lebih nampol ketimbang edp dan edt dan loui salah satu yg spl oke bgt nempel meski kita keringetan aku udah pake ke kantor olahraga outdoor dan masuk aja dan aman di hidung gak bikin puyeng moga bantu greenheart
"enak wanginya, tahan lama jugaa. udah nyobain dipake semaleman paginya masih wangi🫶🏽",5,enak tahan lama jugaa udah nyobain dipake maleman masih wangi hearthandsmediumskintone
"packaging aman, pengiriman cepat, sesuai",5,packaging aman kirim cepat sesuai
parfum SDH tiba toko online terpercaya terbaik,5,parfum sdh tiba toko online percaya baik
Udah kedua kali beli LOUI di sini. Sebelumnya yang mini. LOUI wanginya paling lembut dari semua produk SAFF & CO. Suka banget.,5,udah dua kali beli loui di sini yang mini loui paling lembut dari semua produk saff co suka banget
"Suka banget parfum saff & co yg varian Loui ini, wanginya enak dan tahan lama, kemarin coba yg mini, skrg beli yg kemasan besar 🥰",5,suka banget parfum saff co yg varian loui ini enak dan tahan lama kemarin coba yg mini skrg beli yg kemas besar smilingfacewithhearts
Barang sesuai pesanan Pengiriman cepat Paking super aman Terima kasih,5,barang sesuai pesan kirim cepat paking super aman terima kasih
Wanginya enaaaaaakkk.. soft.. 😍😍👌 Ga perlu sering” semprot juga awet koq wanginya cukup tahan lamaaa yagesyaaa.. 👍👌 Tengkyuuu SaffnCo.. 🙏🏻🥰,5,enaaaaaakkk soft smilingfacewithhearteyes smilingfacewithhearteyes okhand ga perlu sering  semprot juga awet koq cukup tahan lamaaa yagesyaaa thumbsup okhand tengkyuuu saffnco foldedhandslightskintone smilingfacewithhearts
"floral, fresh, soft powdery. best kunti core loui 🫶🏼 udah repurchase 3x. thanks free sample-nya",5,floral fresh soft powdery best kunti core loui hearthandsmediumlightskintone udah repurchase x thanks free
Wangi banget parfumnya enak dan aku suka,5,wangi banget enak dan aku suka
"udah 2 tahun pakai ini dan akhirnya habis jadi harus repurchase. wanginya fresh dan cocok banget buat cuaca indo yg tropis panas dan lembab. buat cuaca dingin hujan jadi ga bikin apek. karena extrait jadi wanginya awet banget dari pagi sampai malam, kadang baju udah dicuci juga masih nempel wanginya. cocok buat daily activities kayak kerja atau hangout karena ga terlalu semerbak, buat olahraga juga jadi ga terlalu bau keringet. dapet bonusnya wangi coklat manis gitu kayaknya cocok buat formal-elegant events",5,udah tahun pakai ini dan habis jadi harus repurchase fresh dan cocok banget buat cuaca indo yg tropis panas dan lembab buat cuaca dingin hujan jadi ga bikin apek karena extrait jadi awet banget dari pagi sampai malam kadang baju udah cuci juga masih nempel cocok buat daily activities kayak kerja atau hangout karena ga terlalu semerbak buat olahraga juga jadi ga terlalu bau keringet dapet wangi coklat manis gitu cocok buat formalelegant events
"enak bangett wangi nya jujurr, pengiriman juga cepett dapet tester yang xocolatl ternyata enak bangett manis, tapi ga bikin enek. yang loui juga enak banget seger wangi wangi floral gitu😍",5,enak bangett wangi jujurr kirim juga cepett dapet tester yang xocolatl nyata enak bangett manis tapi ga bikin enek yang loui juga enak banget seger wangi wangi floral gitu smilingfacewithhearteyes
"Aman banget packingnya dan bagus sekali tampilan kontaknya mewah. awalnya beli yang tester loui dan suka, karena bikin tenang tiap ngendus sendiri. lalu dikasih tester iliad pas beli full 💕",5,aman banget dan bagus sekali tampil mewah beli yang tester loui dan suka karena bikin tenang tiap ngendus sendiri lalu kasih tester iliad pas beli full twohearts
"awal awal kurang cocok sama baunya. tapi sekarang udah suka. wanginya juga tahan lama, semprot pagi terus sampe sore masih kecium. kata temen, pas aku lewat baunya ikut semerbak. packagingnya juga bagus",5,awal awal kurang cocok sama tapi sekarang udah suka juga tahan lama semprot pagi terus sampe sore masih cium kata temen pas aku lewat ikut semerbak juga bagus
"Suka banget sama ini produk. Entah udah pembelian ke berapa ini. 😁 Kualitas wangi (dibanding dengan pembelian sebelumnya cocok, engga ada perubahan yang signifikan) Botol model barunya juga saya suka (yang dulu sering kali mudah lepas setelah beberapa waktu). Diproses oleh sellernya cepat seperti biasa 👍🏻 Kemasan yang sekarang bagus (tapi kalo saya lebih suka yang model dulu) dan dipacking dengan baik juga. Kurirnya juga mantap, cepat, tepat dan aman sampai tujuan.",5,suka banget sama ini produk entah udah beli ke berapa ini beamingfacewithsmilingeyes kualitas wangi banding dengan beli cocok engga ada ubah yang signifikan botol model juga saya suka yang dulu sering kali mudah lepas telah beberapa waktu proses oleh cepat seperti biasa thumbsuplightskintone kemas yang sekarang bagus tapi kalo saya lebih suka yang model dulu dan dipacking dengan baik juga juga mantap cepat tepat dan aman sampai tuju
"Packagingnya cakep gilak. Setuju sih, tampilan parfum mahal. Wanginya enak tapi ternyata bukan scent yang saya banget. Terlalu floral. Bukan gak enak lo ya. Selera aja. Di saya mulai agak bisa diterima hidung setelah setengah jam semprot. Abis ini mau coba yg Chno. Dikasih sample dan suka wanginya. Makasih yaa",5,cakep gilak tuju sih tampil parfum mahal enak tapi nyata bukan scent yang saya banget terlalu floral bukan gak enak lo ya selera aja di saya mulai agak bisa terima hidung telah tengah jam semprot abis ini mau coba yg chno kasih sample dan suka makasih yaa
"Loui ini wanginya enak banget! Sempet nyoba ukuran kecilnya dan jatuh cinta sama wangi green floralnya yang unik dan dry down nya yang lembut. 1-2x semprot aja udah tahan seharian, jd awet. Terasa luxurious tapi nggak berlebihan. Cocok buat yang nggak suka parfum2 manis ataupun floral yg powdery. Tester saff nya juga enak banget. Lebih ke masculine yang seger dan gak nusuk hidung. Ini keren banget sih kalo dipake cowok. Great products, keep it up!",5,loui ini enak banget sempet nyoba ukur dan jatuh cinta sama wangi green yang unik dan dry down yang lembut x semprot aja udah tahan hari jd awet asa luxurious tapi nggak lebih cocok buat yang nggak suka parfum manis atau floral yg powdery tester saff juga enak banget lebih ke masculine yang seger dan gak nusuk hidung ini keren banget sih kalo dipake cowok great products keep it up
"Oke. Agak oily. Wanginya setrong di awal. Dry down seperti wangi sabun. Lumayan enak sih kalo udh beberapa menit. Pengiriman cepat, packaging baik.",5,oke agak oily setrong di awal dry down seperti wangi sabun lumayan enak sih kalo udh beberapa menit kirim cepat packaging baik
"wanginya segar seperti buah-buahan, kualitas bagus, cocok untuk wanita dan juga pria",5,segar seperti buahbuahan kualitas bagus cocok untuk wanita dan juga pria
"wanginya enak dan awet diruang AC, seger, dapet free nya juga enak. Nunggu promo lagi baru cek out",5,enak dan awet ruang ac seger dapet free juga enak nunggu promo lagi baru cek out
"asekkk cepet sampenya,,, varian ini yg paling aku suka tahan lama, lumayan dpt sample kecil varian lain,, di bungkusnya rapi bgt, tq seller dan abang kurir, makasih",5,asekkk cepet varian ini yg paling aku suka tahan lama lumayan dpt sample kecil varian lain di rapi bgt tq seller dan abang kurir makasih
"Jujur baru pertama coba karena banyak yg rekomendasi parfum saff & co yang LOUI ini. Dan ternyata, cocok!! Aku suka banget baunya, seger floral gitu aaaa. Apalagi dpt harga yg murah dari harga aslinya! Makasih yaa saff & co, aku bakal terus co buat cobain varian lain hihihi 🤍",5,jujur baru pertama coba karena banyak yg rekomendasi parfum saff co yang loui ini dan nyata cocok aku suka banget seger floral gitu aaaa apalagi dpt harga yg murah dari harga makasih yaa saff co aku bakal terus co buat cobain varian lain hihihi whiteheart
"kalo soal wangi ketahanan cocok atau engga kan kembali ke individunya aja. aku mau bahas pelayanan nya sih.. kalo setiap kita beli produknya kan suka dikasih tester ya yg notabebenya gratis, nah kemarin aku dapet tester coco tapi ternyata bocor/tempatnya pecah gt. laporan lah ke admin tokpednya, kata adminnya sekalipun tester mereka tanggung jawab asalkan ada video unboxing. dan dialihkan buat prnyelesaiannya via WA nya. jdnya next order aku bisa dapet tester 2 kata admin di wa. adminnya sat set sat set bgt sih luvvv. ditunggu varian barunya lagi 😻",5,kalo soal wangi tahan cocok atau engga kan kembali ke aja aku mau bahas layan sih kalo tiap kita beli kan suka kasih tester ya yg gratis nah kemarin aku dapet tester coco tapi nyata pecah gt lapor lah ke admin kata sekalipun tester mereka tanggung jawab asal ada video unboxing dan alih buat via wa next order aku bisa dapet tester kata admin di wa sat set sat set bgt sih luvvv tunggu varian lagi smilingcatwithhearteyes
"Louinya udh nyampe dng selamat aman. Pesen kemaren siang, td sore udh nyampe lg. Pengemasan jg cpt. Klo buat parfumnya sih gak ush ditanya lg, awet, wangi jg enak, fav bgt loui setelah 540. Makasih jg free samplenya dikasih ostara, sesuai harapan aq. Ostara jg enak wanginya lbh strong dr loui. 👍🏻",5,udh nyampe dng selamat aman sen kemaren siang td sore udh nyampe lg emas jg cpt klo buat sih gak ush lg awet wangi jg enak fav bgt loui telah makasih jg free kasih ostara sesuai harap aq ostara jg enak lbh strong dr loui thumbsuplightskintone
"wanginya fresh white floral bangett, awal semprot pasti yang kecium soft fresh floral, rose sama lily nya trs dry down nya dia slightly musky tp gak yang strong, pokoknya kl pake ini berasa cewek anggun feminim. buat aku yg suka manis sebenernya awal2 kek hmmm gt tp setelah dipake berkali2 wangi nya oke juga loh, dan di aku ketahanan nya 5 jam an sih. dikasih free las pozas, dan somehow aku lebih suka sm si las pozas nya ahahah",5,fresh white floral bangett awal semprot pasti yang cium soft fresh floral rose sama lily trs dry down dia slightly musky tp gak yang strong kl pake ini asa cewek anggun feminim buat aku yg suka manis awal kek hmmm gt tp telah dipake kali wangi oke juga loh dan di aku tahan jam an sih kasih free las pozas dan somehow aku lebih suka sm si las pozas ahahah
"Pengiriman cepat, packaging bagus. dapat harga flash sale juga. belom coba parfumnya. semoga cocok",5,kirim cepat packaging bagus dapat harga flash sale juga bom coba moga cocok
"nice. agak strong di awal, soft di belakang",5,nice agak strong di awal soft di belakang
"Ya ampuun seneng bgt sama wanginya perfume varian ini. Wanginya mewah dan elegan. Box dan packagingnya jg rapi dan menawan. Kurir cepet jg, ga ada yg ga bikin seneng. Udh gt, dpt sample another perfume yg jg enak bgt wanginya (las polaz)",5,ya ampuun neng bgt sama perfume varian ini mewah dan elegan box dan jg rapi dan tawan kurir cepet jg ga ada yg ga bikin neng udh gt dpt sample another perfume yg jg enak bgt las polaz
"Barang tiba cepat sekali, packing rapih, baru coba aroma parfum varian Loui, semoga cocok, sukses buat penjual",5,barang tiba cepat sekali packing rapih baru coba aroma parfum varian loui moga cocok sukses buat jual
"wanginya cocok bgd , luv. terus tahan lama, biasanya tahan seharian, and sprayernya juga mantul",5,cocok bgd luv terus tahan lama tahan hari and juga mantul
yg suka floral dan ga suka manis cocok bgt pake ini! dry downednya lebih enak lagiii!! cuma kalo di pake di bawah terik matahari agak kurang cocok ya 🙂 tpi so far enak sih! dpt free yg solaris dan wanginya masuk bgt di akuu,5,yg suka floral dan ga suka manis cocok bgt pake ini dry lebih enak lagiii cuma kalo di pake di bawah terik matahari agak kurang cocok ya slightlysmilingface tpi so far enak sih dpt free yg solar dan masuk bgt di akuu
"packaging nya bagus banget dan rqpih juga!! aku udah pakai dua hari dan wanginya awet banget padahal udah 12 jam pemakaian, tapi masih kecium. awal2 disemprot strong banget, tapi lama2 jadi soft wanginya. terus wanginya bikin orang lain kecium juga padahal jaraknya lumayan hahahaha. ostaranya juga gk kalah wangi, tapi bagi aku wanginya lebih sweet dibanding loui. next bakal nyobain sih. terima kasih yaaa🫶🏻🫶🏻🫶🏻",5,packaging bagus banget dan rqpih juga aku udah pakai dua hari dan awet banget padahal udah jam pakai tapi masih cium awal semprot strong banget tapi lama jadi soft terus bikin orang lain cium juga padahal lumayan hahahaha juga gk kalah wangi tapi bagi aku lebih sweet banding loui next bakal nyobain sih terima kasih yaaa hearthandslightskintone hearthandslightskintone hearthandslightskintone
"akhirnya memutuskan beli karena spl nya emg nampol cuma kek e lebih awet di baju ya dari pada di badan. ak ga expect kalo ostara ternyata juga enak seger bgt kayak abis mandi trs ga bikin pusing. sejauh ini suka sm loui, ostara dan sotb. paling tahan lama sotb tp jgn di pake siang siang. loui dry down nya wah wangi bgt asliii, bcs ak suka parfum yg powdery. ostara jg enak wanginya seger cuma gatau tahan brp jam. dah gt ajaa. enak sih wanginya cuma untuk harga segini dapet 30ml mayan pricey yaaa haha. thank u",5,putus beli karena spl emg nampol cuma kek e lebih awet di baju ya dari pada di badan ak ga expect kalo ostara nyata juga enak seger bgt kayak abis mandi trs ga bikin pusing jauh ini suka sm loui ostara dan sotb paling tahan lama sotb tp jgn di pake siang siang loui dry down wah wangi bgt asliii bcs ak suka parfum yg powdery ostara jg enak seger cuma gatau tahan brp jam dah gt ajaa enak sih cuma untuk harga gin dapet ml mayan pricey yaaa haha thank u
"good, sukaa. agak lama pengiriman nya padahal buat kado jadi kelewat dikit, but its okay. waw dapat tester Maleali juga, kereeen. thank youuu saff & co.",5,good sukaa agak lama kirim padahal buat kado jadi lewat dikit but its okay waw dapat tester maleali juga kereeen thank youuu saff co
"Wanginya tidak biasa/unik gitu, cocok buat female yg bukan teenager.. wangi bunga mawarnya strong tapi ga nyegrakk, lama kelamaan enak wanginya.. Dapat free tester solaris yang wanginya enak juga dan lebih cocok ke male.. Penasaran sm wangi yang lainn",5,tidak biasaunik gitu cocok buat female yg bukan teenager wangi bunga strong tapi ga nyegrakk lama lama enak dapat free tester solar yang enak juga dan lebih cocok ke male penasaran sm wangi yang lainn
"Wangi paling cocok! Harum nya awet bgt kalo di gue. Kerja outdoor lumayan lah masih wangi 5-6 jam an hahaha. Packaging nya bagus, ga kaleng2 bro.",5,wangi paling cocok harum awet bgt kalo di gue kerja outdoor lumayan lah masih wangi jam an hahaha packaging bagus ga kaleng bro
"Suka baunya, dulu pernah pakai dan kualitas sama, untuk botol sekarang ada inprovement lebih baik",5,suka dulu pernah pakai dan kualitas sama untuk botol sekarang ada inprovement lebih baik
"repeat order untuk Loui sampe ikutan PO seminggu karna sesuka dan secocok itu wangi ny ke aku. alhamdulillah PO nya ga sampe seminggu. cuma 3 hari dan hari ke 4 nya udh sampe di rumah.. langsung beli 2 karna takut hrs PO lagi. ketahanan nya as always d pake dari pagi jam 7 sampe pulang kantor jam 7 lg sampe rumah masih awet dong.. yang mau coba ada travel size ny, jd bs explore wangi ny tanpa hrs beli yg 30 ml ny. oh iya aku dpt tester yg S.O.T.B dan enak juga, wangi ny sweet like candy.. dan dapet treats permen for Halloween.",5,repeat order untuk loui sampe ikut po minggu karna suka dan cocok itu wangi ny ke aku alhamdulillah po ga sampe minggu cuma hari dan hari ke udh sampe di rumah langsung beli karna takut hrs po lagi tahan as always d pake dari pagi jam sampe pulang kantor jam lg sampe rumah masih awet dong yang mau coba ada travel size ny jd bs explore wangi ny tanpa hrs beli yg ml ny oh iya aku dpt tester yg sotb dan enak juga wangi ny sweet like candy dan dapet treats permen for halloween
"pertama tau wangi loui karna dapet tester pas pembelian iliad, jadi pangsung naksir hahaha wangi nya fresh awet juga, aku di outdoor dari pagi sampe mlm thankyou",5,pertama tau wangi loui karna dapet tester pas beli iliad jadi pangsung naksir hahaha wangi fresh awet juga aku di outdoor dari pagi sampe mlm thankyou
"Hwaaaa dapet dari flash sale cuma 25k ajaaa. Wanginya sesuai deskripsi sih, wangi2 aroma rose gitu dan menurutku cukup strong di awal tapi lama2 enak",5,hwaaaa dapet dari flash sale cuma k ajaaa sesuai deskripsi sih wangi aroma rose gitu dan turut cukup strong di awal tapi lama enak
"Akhirnya sampai paketku H+1 setelah ada problem di jasa kirim dan resepsionis gedung. Wangi Loui enak, feminim soft gitu. Aku semprot di leher sampai buat mandi 1x ngga hilang. Setelah 2x wudhu, yg di pergelangan tangan wanginya masih stay. Belom coba untuk naik motor sih tapi semoga awet lawan debu polusi jekardah. Sayang, agak ninggalin noda kuning kalau di semprot langsung ke baju putih. Dapat free maleali ga kalah enak wanginya, tapi terlalu manly menurut ku maleali",5,sampai paket h telah ada problem di jasa kirim dan resepsionis gedung wangi loui enak feminim soft gitu aku semprot di leher sampai buat mandi x ngga hilang telah x wudhu yg di gelang tangan masih stay bom coba untuk naik motor sih tapi moga awet lawan debu polusi jekardah sayang agak ninggalin noda kuning kalau di semprot langsung ke baju putih dapat free maleali ga kalah enak tapi terlalu manly turut ku maleali
"pengiriman cepat,packing aman,barang sesuai,wanginya enak",5,kirim cepat packing aman barang sesuai enak
"wanginya tahan seharian, wanginya soft ga nusuk di hidung, pas buat dipakai harian, packagingnya cantiik banget",5,tahan hari soft ga nusuk di hidung pas buat pakai hari cantiik banget
"Ga nyangka, bener bener ga nyaka bakal senempel ini, wanginya aku kenal banget walaupun bukan spesifik wangi yang aku banget cuma aku bener bener suka. Pas di semprot ke kulit lama lama wanginya bounding dan lebih enak lagi. Testernya yang saff juga gila banget, semoga suamiku suka yang saff biar langsung aku beli full sizenya.",5,ga nyangka bener bener ga nyaka bakal senempel ini aku kenal banget walaupun bukan spesifik wangi yang aku banget cuma aku bener bener suka pas di semprot ke kulit lama lama bounding dan lebih enak lagi yang saff juga gila banget moga suami suka yang saff biar langsung aku beli full
Parfum ini wanginya enak banget dan tahan lama. Suka banget yg powdery with florals hint apalagi ada hint rose. Will forever be one of my signature scent. Enggak bikin kuning di baju juga. Thank you! Pengirimannya juga cepat banget.,5,parfum ini enak banget dan tahan lama suka banget yg powdery with florals hint apalagi ada hint rose will forever be one of my signature scent enggak bikin kuning di baju juga thank you juga cepat banget
"dg harga segini dan package yg kaya gini worthed bgt sih, ga nyangya dpt testernya, dan lebih suka testernya tapi loui juga enak 🥹",5,dg harga gin dan package yg kaya gin worthed bgt sih ga nyangya dpt dan lebih suka tapi loui juga enak faceholdingbacktears
"suka banget sama wangi loui ini,awalnya beli yg kecil dan ternyata cocok sama wangi nya..",5,suka banget sama wangi loui ini beli yg kecil dan nyata cocok sama wangi
"wangi se enak itu dan beli pas promo 25 bank mandiri,super worth it",5,wangi se enak itu dan beli pas promo bank mandiri super worth it
"Aroma bunga Mawar, agak strong pas awal tp perlahan makin soft, condong ke feminim aromanya, makin lama makin enak. sdh pernh nyoba SOTB, LOUI, Solaris, Loui ini utk sy ada diurutan ke 2 stlah SOTB. sukses selalu Saff n Co",5,aroma bunga mawar agak strong pas awal tp perlahan makin soft condong ke feminim makin lama makin enak sdh pernh nyoba sotb loui solar loui ini utk sy ada urut ke stlah sotb sukses selalu saff n co
"Wangi rose sama peonynya kerasa banget, fresh banget.. wanginya agak mirip dengan parfum lain.tapi keseluruhan oke banget..",5,wangi rose sama rasa banget fresh banget agak mirip dengan parfum laintapi seluruh oke banget
"suka banget sama wanginya cocok sama idungku hehe... packaging nya juga bagus, bisa di jadikan hadiah 😍",5,suka banget sama cocok sama idungku hehe packaging juga bagus bisa di jadi hadiah smilingfacewithhearteyes
Pelayanan yg gercep Asli keren Pengemasan bagus dan brang pun nyampe dgn aman Dapet bonus sample mini bottle dr varian yg brbeda Makasih yaaa,5,layan yg gercep asli keren emas bagus dan brang pun nyampe dgn aman dapet bonus sample mini bottle dr varian yg brbeda makasih yaaa
"Sempet beli loui yg kecil, trs akhirnya beli lagi yg full size karena murid di sekolah aku pada notice dan bilang aku wanginya enak, kebetulan emang suka sama parfum yg wangi bunga. Makasih banyak ya untuk hadiahnya banyak sekali❤️❤️",5,sempet beli loui yg kecil trs beli lagi yg full size karena murid di sekolah aku pada notice dan bilang aku enak betul emang suka sama parfum yg wangi bunga makasih banyak ya untuk banyak sekali redheart redheart
Wangi nya soft banget dan tahan lama banget untuk wangi nya🫶🏻,5,wangi soft banget dan tahan lama banget untuk wangi hearthandslightskintone
👍👍👍👍👍respon seller toppp markotopp... saya order jam set 2 subuh langsung diproses😂 maafkeun daku ya kak merepotkan soalnya keburu habis harga promo nya.. yg coco wanginya suka karena dulu dapet yg bonus makanya beli lg yg besar.. dpt bonus wangi lainnya tp belum dicoba makasih ya seller makasih kurir/ekspedisi makasih tokped,5,thumbsup thumbsup thumbsup thumbsup thumbsup respon seller toppp markotopp saya order jam set subuh langsung proses facewithtearsofjoy maafkeun daku ya kak repot keburu habis harga promo yg coco suka karena dulu dapet yg bonus beli lg yg besar dpt bonus wangi tp belum coba makasih ya seller makasih kurirekspedisi makasih tokped
"kualitas yang memberikan kecocokan pada diri dan wangi yang menarik hati, serta ketahanan semerbak yang cukup untuk menemani waktu setiap hari. 🙂👍🏻",5,kualitas yang beri cocok pada diri dan wangi yang tarik hati serta tahan semerbak yang cukup untuk tani waktu tiap hari slightlysmilingface thumbsuplightskintone
"sumpah wangi ny kaya parfum lama aku ada pait pait ny sedikit aku kira bakal vanila gitu wangi ny, terus dapet taster yg ostara dan wangi ny lebih enak 😣 next order ostara jadeh packaging ny fancy bangeeeet suka aku",5,sumpah wangi ny kaya parfum lama aku ada pait pait ny sedikit aku kira bakal vanila gitu wangi ny terus dapet taster yg ostara dan wangi ny lebih enak perseveringface next order ostara jadeh packaging ny fancy bangeeeet suka aku
"wangi bunga, cewe banget, soft wanginya, moga2 awet wangi nya. sampelnya dpt coco. gak suka wanginya. huhu kek cowo ini wanginya. terlalu strong bedddddd. beli pas promo mandiri 25 ribu. mantappp",5,wangi bunga cewe banget soft moga awet wangi dpt coco gak suka huhu kek cowo ini terlalu strong bedddddd beli pas promo mandiri ribu mantappp
wanginya enak bgt yg Loui awalnya nyengat tapi lama² jadi soft dan dpt tester cascavel yg wanginya lebih gentle sebelumnya udh coba saff dan ostara dan suka bgt sama yg saff,5,enak bgt yg loui nyengat tapi lama jadi soft dan dpt tester cascavel yg lebih gentle udh coba saff dan ostara dan suka bgt sama yg saff
"baunya seger, ga nyegrak cocok buat daily. dapet bonus chno yg wanginya juga enak, vanilla gituu soft gak terlalu sweet. sukak semuaaa. next cobain yg chno ah",5,seger ga nyegrak cocok buat daily dapet bonus chno yg juga enak vanilla gituu soft gak terlalu sweet sukak semuaaa next cobain yg chno ah
wanginya enaakkkk suka!!! bakalan jd parfum terfavvvvv😭❤️❤️❤️,5,enaakkkk suka bakal jd parfum terfavvvvv loudlycryingface redheart redheart redheart
Pake saff n co : omnia loui 540 sotb Wangi yg paling aku suka rating dari atas: 1 sotb 2 omnia 3 loui 4 540,5,pake saff n co omnia loui sotb wangi yg paling aku suka rating dari atas sotb omnia loui
